,raw_text,clean_text,subjectivity,polarity
543,@rottymom @Chop0Matic @RudyGiuliani Then the GOP in GA is screwed the point is this is above Trump above Biden it is about the integrity of our election,rottymom chop matic rudygiuliani gop ga screwed point trump biden integrity election,1,0
544,I have every faith that Joe Biden would be an excellent date. https://t.co/vbodb92dHK,every faith joe biden would excellent date,1,1
545,"In the letter asking Pennsylvania's federal delegation to dispute the state's win for Biden, every issue cited as ""undermining"" the election law was litigated in state or federal court before or after the election. On one -- the ballot deadline issue -- Republicans won!",letter asking pennsylvania federal delegation dispute state win biden every issue cited undermining election law litigated court one ballot deadline republican,1,0
546,@alexsalvinews He’s not a leader - he’s handing the power over to Harris . Neither Biden or Harris is qualified mentally and morally fit to be great leaders - it’s about them and their agenda for communism. I DO NOT WANT TO LIVE UNDER THEIR LEADERSHIP !  Slow Joe and Ho Harris 🖕🏼,alexsalvinews not leader handing power harris neither biden qualified mentally morally fit great leader agenda communism want live leadership slow joe ho,1,0
547,"Oh FFS! Trump just trying to give Biden more shit to fix once he takes office.

Trump administration appoints loyalists Corey Lewandowski and David Bossie to Defense Business Board https://t.co/nq9PlZL4cv",oh ffs trump trying give biden shit fix take office administration appoints loyalist corey lewandowski david bossie defense business board,1,1
548,"@MAGAINCA1 @JmBoh @tweettruth2me Not to mention, we will all have a red social credit score card anyway bc of our Twitter use. China’s social credit system is being thought about in the Biden camp, you know it is....",magainca jmboh tweettruth not mention red social credit score card anyway bc twitter use china system thought biden camp know,1,0
549,"Biden on Trump's vaccine distribution plan: ""There is no detailed plan that we've seen as to how you get the vaccine out of a container, into an injection syringe into somebody's arm. And it's gonna be very difficult for that to be done and it's a very expensive proposition.""",biden trump vaccine distribution plan detailed seen get container injection syringe somebody arm gon na difficult done expensive proposition,0,2
550,@Updesh @mamakoch1955 @CraigDMauger A deal with the RNC swamp creatures that are fighting the recount. Remember Zuckerburg was passing out money in Georgia. Most of the mystery ballots only had Biden votes and nothing else highly unlikely if the votes are real.,updesh mamakoch craigdmauger deal rnc swamp creature fighting recount remember zuckerburg passing money georgia mystery ballot biden vote nothing else highly unlikely real,1,0
551,"@aspengirl19 @anital255 @FoxNews I follow light not darkness, J Biden is Darkness and Trump is Light. For her that walk with Jesu's will never be put to shame.",aspengirl anital foxnews follow light not darkness j biden trump walk jesu never put shame,1,0
552,"@realDonaldTrump That’s right! The more President Biden talks, the higher it gets.",realdonaldtrump right president biden talk higher get,1,0
553,I can’t believe the Biden crime family really wants me to wear my MASK for 100 DAYS. How am I suppose to eat??,believe biden crime family really want wear mask day suppose eat,1,0
554,@judgeyourself99 @jennerific713 @realDonaldTrump @seanhannity That’s why Babbling Biden must never take office. All the Biden’s will look great in their prison garb.,judgeyourself jennerific realdonaldtrump seanhannity babbling biden must never take office look great prison garb,1,0
555,@AbeRevere @MichaelCoudrey Ahh Biden cheated and most of the Democrats know that as well,aberevere michaelcoudrey ahh biden cheated democrat know well,1,0
556,"@KOB4 The loser, @GovMLG, is no longer a contender for dog catcher since she made the pedophile, Biden angry.  May @GovMLG wallow in self pity due to her incompetence.",kob loser govmlg longer contender dog catcher since made pedophile biden angry may wallow self pity due incompetence,0,2
557,"We'll see, the electoral votes might get disputed in the places where Biden cheated.",see electoral vote might get disputed place biden cheated,1,0
558,@JasonBCorbin @DC_Draino Only because Biden cheated,jasonbcorbin dc draino biden cheated,1,0
559,"If you consider yourself a #Democrat and you told lefties to push biden left after he won and are now concern trolling about ""snappy slogans"" you are absolutely part of the problem.",consider democrat told lefty push biden left concern trolling snappy slogan absolutely part problem,1,1
560,@stub0b @jeannie_west @RealRLimbaugh the Biden tweet was about COVID not flights but hey why would Trump use facts when a lie sounds better.,stub b jeannie west realrlimbaugh biden tweet covid not flight hey would trump use fact lie sound better,1,1
561,@LynnSharig8 @Miminorton9 Yes it is. It is the only news that didn't call it for Biden on election night. The MSM DOES NOT decide who becomes President! Open your eyes! This is a communist takeover of America! Biden is in with China and they are helping to take down our country through this sham election.,lynnsharig miminorton yes news call biden election night msm not decide becomes president open eye communist takeover america china helping take country sham,1,0
562,"@NancyNoCo24 Biden's also rejoining 

the WHO, JCPOA, Paris Climate Accords, and I think they mentioned the US now wants back into the TPP",nancynoco biden also rejoining jcpoa paris climate accord think mentioned u want back tpp,1,0
563,"Screw Biden, he is not all there.. it’s his swamp telling him what to do, it’s called “ control the people, and you we control the world” dream on!!! Patriots will never give up..",screw biden not swamp telling called control people world dream patriot never give,1,0
564,Good 👍 Job Mr. Biden. Love your leadership.,good job mr biden love leadership,1,1
565,Dear Ned: I hope the Biden @Transition46 asks to to go back to the @CIA . You are sorely needed,dear ned hope biden transition asks go back cia sorely needed,0,2
566,"Watch what happened at 0:41 in @ali's broadcast: SETBACKS in NV, AZ, PA, MI, GA. Perdue comments on Biden presidency. Who is behind this all?

https://t.co/roxKqraAGV",watch happened ali broadcast setback nv az pa mi ga perdue comment biden presidency behind,0,2
567,@GiftCee I think Biden tripped over them and blamed it on the dog.,giftcee think biden tripped blamed dog,1,0
568,"Chinese agents can easily influence President-elect Joe Biden's incoming administration, a US intelligence official has said. The Chinese were also focusing on people close to Mr Biden's team.

In comparison to Trump team, Biden team is much easier and softer.",chinese agent easily influence president elect joe biden incoming administration u intelligence official said also focusing people close mr team comparison trump much easier softer,1,0
569,"@Elljay1011 @LeefromNZ As if Joe Biden needs a Broken Barbie and rediculous, laughably exaggerated Humpty-Dumpty-Trumpty loyalist. He will have a great fall, and Ideally won't be seen for 10+ years after all the charges he is facing!..😀😄🙃😉👏👏⚖👍",elljay leefromnz joe biden need broken barbie rediculous laughably exaggerated humpty dumpty trumpty loyalist great fall ideally seen year charge facing,1,0
570,"My latest:  US assurances to #Israel are likely to come at the expense of #Palestinians: A free #Israeli hand in expanding illegal settlements, yet more cutting-edge American weapons, and unconditional US support at the UN https://t.co/Cijxz6MT2e #Iran #Palestine #biden #BLINKEN https://t.co/DJ6WiFepGz",latest u assurance israel likely come expense palestinian free israeli hand expanding illegal settlement yet cutting edge american weapon unconditional support un iran palestine biden blinken,0,2
571,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. https://t.co/FtK5iLwFJN",president elect joe biden ask american wear mask first day office plus asked dr anthony fauci stay optimism growing relief deal congress latest,0,2
572,"@thehill Every time a Trumper acknowledges Biden is President-Elect, it makes headlines. Are we supposed to give them a pat on the back? Who gives a shit whether they acknowledge or not.",thehill every time trumper acknowledges biden president elect make headline supposed give pat back give shit whether acknowledge not,1,1
573,@lloydon @RudyGiuliani The integrity of the voting system is being challenged - the evidence will be available fully to the courts - anyone that still thinks Biden will be sworn in or wants him to be sworn in is not in favour of integrity of the voting system,lloydon rudygiuliani integrity voting system challenged evidence available fully court anyone still think biden sworn want not favour,1,0
574,"CNN - Breaking News, Latest News and Videos - ⁦@CNN⁩ so ask president elect-by-fraud #biden what will be the penalty for any US Govt officials or employees who are photographed NOT wearing a mask!! Americans would like to know. #fraudulentelection  https://t.co/4PoWS1tZnL",cnn breaking news latest video ask president elect fraud biden penalty u govt official employee photographed not wearing mask american would like know fraudulentelection,1,0
575,@thehill Plagiarized Joe Biden,thehill plagiarized joe biden,0,2
576,@realDonaldTrump 81m Americans have chose Biden. No person has ever been fired by so many people.,realdonaldtrump american chose biden person ever fired many people,1,1
577,"@TheSageDeity @aaronjmate @IlhanMN OK, how many ways are you gonna avoid talking about Biden in this? The past three posts on here in this particular thread have been sidetracked with ""But Trump""...",thesagedeity aaronjmate ilhanmn ok many way gon na avoid talking biden past three post particular thread sidetracked trump,1,0
578,@murray_nyc @realDonaldTrump If you’re giving Biden credit for the stock market then he gets the COVID cases/deaths also.,murray nyc realdonaldtrump giving biden credit stock market get covid case death also,1,0
579,Biden will NEVER be president! Anyone who thinks he will is lying to themselves. 🤷‍♀️,biden never president anyone think lying,1,0
580,"@Sassy4DJT @gailsline @realDonaldTrump If (IF) President Trump does not win, then a Republican majority Senate can hold Biden/Harris at bay. Another way to look at it.",sassy djt gailsline realdonaldtrump president trump not win republican majority senate hold biden harris bay another way look,1,0
581,@TinaMorphis @RalstonReports You mean you don’t find the story of the marked Biden-Harris van delivering boxes of ballots in the middle of a parking lot compelling?,tinamorphis ralstonreports mean find story marked biden harris van delivering box ballot middle parking lot compelling,1,0
582,"@nickroberts317 
Question my expertise Twitter friend:  isn't Pete going to asked to join the Biden-Harris administration in some compacity?",nickroberts question expertise twitter friend pete going asked join biden harris administration compacity,0,2
583,@kds5140 @amuse If you want to look like this communist France ... vote biden,kds amuse want look like communist france vote biden,1,0
584,@Ldyandrea @maddow Trump changed the status of a lot of roles to fire people. If he changes it back then their status can be changed by Biden again. A procedural pain but they will be fired. I think this is more about giving these people federal pensions or other benefits.,ldyandrea maddow trump changed status lot role fire people change back biden procedural pain fired think giving federal pension benefit,0,2
585,@PragueArtist @SteveGuest Obama didn't know he could have used a robo-signing machine and a spam telephone calling system. Biden knows now.,pragueartist steveguest obama know could used robo signing machine spam telephone calling system biden know,1,0
586,"@JudgeJeanine @TheFive Jeanine, we need you to report the election fraud like never before! FOX having you people report about Biden like nothing is going on is irresponsible. FOX and you are in on the fix and we know it! Reason you lost 50% of viewers. TRAITORS!",judgejeanine thefive jeanine need report election fraud like never fox people biden nothing going irresponsible fix know reason lost viewer traitor,1,0
587,@Jim_Jordan OVER 80 MILLION people VOTED for BIDEN! He also got MORE votes then ANY other candidate in HISTORY because MOST Americans are FED up with the LAWLESS 💩SHOW in the WH so MORE people then EVER VOTED! Due to the PANDEMIC MORE people then EVER voted by MAIL! BIDEN WON! GET OVER IT!,jim jordan million people voted biden also got vote candidate history american fed lawless show wh ever due pandemic mail get,1,1
588,"Yes!! CNN Exclusive: Biden says he will ask Americans to wear masks for the first 100 days he's in office
https://t.co/fWYiDVPKTE",yes cnn exclusive biden say ask american wear mask first day office,1,1
589,"@ugonnaroast4evr @jerome_corsi @SCOTUSblog @realDonaldTrump @RudyGiuliani @SidneyPowell1 Corsi doesn't seem to know the difference between 'basis' and 'basis' either and later refers to the ""Bush"" rather than the Biden legal team. How did he get a Ph.D.? 😏",ugonnaroast evr jerome corsi scotusblog realdonaldtrump rudygiuliani sidneypowell seem know difference basis either later refers bush rather biden legal team get ph,1,0
590,"@POTUS CNN, Democrats and Biden are fraudsters, and they are the saboteurs of free democracy.",potus cnn democrat biden fraudsters saboteur free democracy,1,0
591,@RonnieLouise2 My 72yo lady is on Medicaid &amp; has Alzheimer's. Maybe she can count votes for Biden.,ronnielouise yo lady medicaid amp alzheimer maybe count vote biden,1,0
592,"@Matthews_BBQ @SpeakerPelosi So Mathew. 
How well do u speak Spanish, n ur kids, grandkids.?   Because I can't wait to hear u eat your words in mexican a year or 2 from now. Biden won't live thru the stress n pressure of even 1 year. Harris couldn't get in a WH tour.  Now shes going to be THE PRESIDENT.  lol",matthew bbq speakerpelosi mathew well u speak spanish n ur kid grandkids wait hear eat word mexican year biden live thru stress pressure even harris get wh tour shes going president lol,1,0
593,@JonIsAwesomest Would be a hell of a midterm slump buster if they can talk Biden around!,jonisawesomest would hell midterm slump buster talk biden around,1,0
594,"Dems Abroad—join us for our year-end get together—ZOOM —Sat Dec 12 5pm-7pm for seasonal cheer (we need it!🎄🥂) to celebrate the Biden/ Harris victory, check-in with each other and share a fun game. RSVP DAF-Toulouse@democratsabroad.org/. https://t.co/ZUP0np9TKl",dems abroad join u year end get together zoom sat dec pm seasonal cheer need celebrate biden harris victory check share fun game rsvp daf toulouse democratsabroad org,1,1
595,"@itsJeffTiedrich Re-Tweet Trumps Masterplan:
1.Declare election fraud 
2. Make promises he wont keep &amp; discredit Biden
3. Have Graham and others remove ballot boxes in Ga, MI, Pa, ect
4.IF he looses election, re-declare fraud ,claimimg dems responsible
5. Demand election be over turned to him",itsjefftiedrich tweet trump masterplan declare election fraud make promise wont keep amp discredit biden graham others remove ballot box ga mi pa ect loos claimimg dems responsible demand turned,1,1
596,"Democrats Waited Until After the Election but Finally Voted to Legalize Marijuana The Biden administration could immediately deschedule marijuana, and the next farm bill could legalize it completely. The post Democrats Waited Until After the Elec... https://t.co/S1cOX8DVc3 #USRC https://t.co/NALTY9NiWq",democrat waited election finally voted legalize marijuana biden administration could immediately deschedule next farm bill completely post elec usrc,1,0
597,"@realDonaldTrump Thank you president-elect Joe Biden for your leadership! The guy before you was a lame duck, trying to take credit for everything! Like his campaign spokeswoman said the Trump vaccine we all got a hell of a laugh out of that one!",realdonaldtrump thank president elect joe biden leadership guy lame duck trying take credit everything like campaign spokeswoman said trump vaccine got hell laugh one,1,1
598,Joe Biden ain’t gone save y’all! Him &amp; Kamala are a part of the agenda! It’s all a stage!!,joe biden gone save amp kamala part agenda stage,1,0
599,@realDonaldTrump Thought you said it would crash if Biden “gets in”. https://t.co/VFp90W9n1Y,realdonaldtrump thought said would crash biden get,1,1
600,@KingKull2112 @rickyftw I agree with you but unfortunately our Congress (especially Democrats) don't like accomplishing things all at once they like to drip feed legislation. If Biden was smart he would write an executive order legalizing it once he's inaugurated.,kingkull rickyftw agree unfortunately congress especially democrat like accomplishing thing drip feed legislation biden smart would write executive order legalizing inaugurated,1,0
601,"@Jim_Jordan Its sad to see that the repugs don't give a crap about the American people's health, but now I feel better that President Biden/Harris does. Biden/Harris...2020",jim jordan sad see repugs give crap american people health feel better president biden harris,1,1
602,"Biden Could Get Medicare4All Without Congress, But He Won't https://t.co/Dr0YmgmXM5 via @YouTube",biden could get medicare without congress via youtube,0,2
603,"@pshene1 @burnedoutteach5 @kasie You have no answer, I see. Just insults. Coincidentally, that’s what Biden does when he is caught out lying.",pshene burnedoutteach kasie answer see insult coincidentally biden caught lying,1,0
604,@Dknight10k @kstreet111 I tried to book a suite at the Biden Tower hotel but couldn’t find it.  Oh well.,dknight k kstreet tried book suite biden tower hotel find oh well,1,0
605,Biden says he will ask Americans to wear masks for the first 100 days he's in office.  https://t.co/QstZo4arsb,biden say ask american wear mask first day office,0,2
606,"@yossieweinberg @Redistrict Trump did very well with Orthodox Jews. He also did relative well for a Republican with Hispanics. 

Biden's improvement over Hillary was almost entirerly with non-city dwellers.",yossieweinberg redistrict trump well orthodox jew also relative republican hispanic biden improvement hillary almost entirerly non city dweller,1,1
607,"“I do not believe for a second that our country will accept Vice President Biden as the next president,” Flynn said. “That’s based on what we know to be probably the greatest fraud our country has ever experienced in our history.”",not believe second country accept vice president biden next flynn said based know probably greatest fraud ever experienced history,1,0
608,@JLPtalk remember 15 days to slow the spread? Biden's idea sounds like 100 days to submit the American will.,jlptalk remember day slow spread biden idea sound like submit american,1,0
609,This Analysis PROVES Joe Biden’s False Victory On Mail-In Ballots In Pen... https://t.co/lqnSzsKNeE via @YouTube,analysis prof joe biden false victory mail ballot pen via youtube,1,0
610,@JennaEllisEsq Exactly! Stop with the phony litigation and congratulate Biden/Harris.,jennaellisesq exactly stop phony litigation congratulate biden harris,1,1
611,"@saywhat95 @Democrat_Barbie @washingtonpost It’s a pre-produced montage with a write-up.

I’m not going to dignify it or dive deeper into the discussion.

It’s absolutely criminal that the DNC would sign off on running a man in Biden’s condition.

Remember Pelosi talking about the 25th a few months ago? 

That was for Joe.",saywhat democrat barbie washingtonpost pre produced montage write not going dignify dive deeper discussion absolutely criminal dnc would sign running man biden condition remember pelosi talking th month ago joe,1,0
612,"Trump to boycott Biden’s inauguration and won’t even invite him for White House visit - report https://t.co/bb6WNO6Q0n via @Yahoo 
Don the Con is the biggest chump",trump boycott biden inauguration even invite white house visit report via yahoo con biggest chump,0,2
613,"Screw the GROPER:
Biden to call for 100 days of masks after inauguration https://t.co/3Fxs3ZjTXz #FoxNews",screw groper biden call day mask inauguration foxnews,1,0
614,@realDonaldTrump WAIT WAIT WAIT...The stock market didn’t crash like you said it would after Biden was elected?! Hmmmm. 🤔🤔🤔🤔 Smells like desperation. #TrumpTantrum,realdonaldtrump wait stock market crash like said would biden elected hm smell desperation trumptantrum,1,1
615,"@JoeBiden Biden and the globalists (Obama, Bush Jr., etc.) will be taking sugar water ""on live TV."" They know what's in the vaccine. They know it kills. #NoVaccine #NoNWO",joebiden biden globalists obama bush jr etc taking sugar water live tv know vaccine kill novaccine nonwo,1,0
616,"@iRadinVerse @STEMthebleeding @Public_Citizen @jennifermarriot Your implication that Bernie Sanders is inspirational is a bad take. If he was so inspirational, why didn't he beat Biden during this past primary? He's 0 and 2.",iradinverse stemthebleeding public citizen jennifermarriot implication bernie sander inspirational bad take beat biden past primary,0,2
617,"@jaketapper @JoeBiden @KamalaHarris He is NOT "" President Elect"". Long way to go.

#ExposeCNN  Nothing on how you deliberately buried Biden pedo story? Its on tape.",jaketapper joebiden kamalaharris not president elect long way go exposecnn nothing deliberately buried biden pedo story tape,1,0
618,@unhoodwinked @wokeosaurusrex @RudyGiuliani Trump has 50 plus pence to break ties without the runoff. It only matters if Biden wins. Trump needs the support! Boycott the runoff!,unhoodwinked wokeosaurusrex rudygiuliani trump plus penny break tie without runoff matter biden win need support boycott,1,0
619,There won’t be a Biden presidency. But I realize you’ve got to talk about something you won’t get in trouble over.  What’s ten times more interesting is everything involved contesting the election.,biden presidency realize got talk something get trouble ten time interesting everything involved contesting election,1,0
620,@Elljay1011 There's a place for Kellyanne in the Biden administration...at home.,elljay place kellyanne biden administration home,0,2
621,@elenaparent @GaSecofState Your wrong Biden did not win,elenaparent gasecofstate wrong biden not win,1,0
622,Biden says Fauci will be chief medical adviser https://t.co/pNpcALmHdS,biden say fauci chief medical adviser,0,2
623,@NPR  it is the Hunter Biden story you idoit,npr hunter biden story idoit,0,2
624,@rhondakmay @ejministries The people voted for Biden. Legally.,rhondakmay ejministries people voted biden legally,1,1
625,"Biden warns the economy is stalling after 'dire' jobs report, calls for 'urgent action' on Covid stimulus https://t.co/dNUpba4Lhj",biden warns economy stalling dire job report call urgent action covid stimulus,0,2
626,@realDonaldTrump Still waiting on the Biden drop,realdonaldtrump still waiting biden drop,1,0
627,@perlmutations @realDonaldTrump You are absolutely right Trump did all the work. Too bad Biden will never be President. https://t.co/oRl8FFiE2h,perlmutations realdonaldtrump absolutely right trump work bad biden never president,1,0
628,@TiffMcGinnis17 They are all idiots.  The White House will need to be disinfected during the Inauguration when they move out Trump's belongings &amp; move in Biden's.,tiffmcginnis idiot white house need disinfected inauguration move trump belonging amp biden,1,1
629,"Among first acts, Biden to call for 100 days of mask-wearing https://t.co/GdyevRemb1",among first act biden call day mask wearing,0,2
630,"@vaguepassage @Kenny_Sowellfan @realDonaldTrump The world watched Election Night when ballot counts were halted in all swing states because Trump won. The following days, ballot counting resumed after massive numbers of ballots for Biden were dumped off.  NOTHING TO SEE HERE.  MOVE ALONG.",vaguepassage kenny sowellfan realdonaldtrump world watched election night ballot count halted swing state trump following day counting resumed massive number ballot biden dumped nothing see move along,1,0
631,Joe Biden on television did brag about the democrats had made greatest cheating machine to use on the president election ever. There has been millions of illegal things done by the democrats in this election.,joe biden television brag democrat made greatest cheating machine use president election ever million illegal thing done,1,0
632,@theblaze Biden has zero chance of being president,theblaze biden zero chance president,1,0
633,@TPCarney Even if there are millions of people who hated Trump they're aren't going to wait in line to vote for Biden...hate doesn't win elections.,tpcarney even million people hated trump going wait line vote biden hate win election,1,0
634,Trump pulling US forces from every terrorist breeding ground the US has created so he can blame the resurgence of terrorism on Biden.,trump pulling u force every terrorist breeding ground created blame resurgence terrorism biden,0,2
635,"@BattlecorgiG @Acosta He can't fire Fauci as he is a civil servant not employed by trump, not appointed by trump. Even if trump found some around the rules way to get him fired Biden could always reinstate/rehire him.",battlecorgig acosta fire fauci civil servant not employed trump appointed even found around rule way get fired biden could always reinstate rehire,1,1
636,"@Mike_Pence @Perduesenate @KLoeffler Defend the majority? Let’s see, the Democratic candidate got 80 million votes. The Republican candidate got 7 to 8,000,000 votes less. That would make Joe Biden and the Democrats the majority! So you’re going to defend the Democrats? Niiiiiiice. We knew you’d come around.😂😂😂",mike penny perduesenate kloeffler defend majority let see democratic candidate got million vote republican le would make joe biden democrat going nice knew come around,1,1
637,"@JennaEllisEsq 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Don’t believe you! Those rooms are under camera surveillance 24/7. No one would be stupid enough to do that! However, someone could easily fake a recording! Give it up. Joe Biden is our president-elect!",jennaellisesq believe room camera surveillance one would stupid enough however someone could easily fake recording give joe biden president elect,1,1
638,@realDonaldTrump Thank you Biden!!,realdonaldtrump thank biden,1,1
639,"The @GOP doesn't give 2 shitz about us PEASANTS! Mnuchin said we could live 6 months on the 1st $1200. People getting evicted, waiting miles long lines for food banks, unemployment running out, &amp; foreclosures! President Biden will take care of Anerican citizens, because he cares",gop give shitz u peasant mnuchin said could live month st people getting evicted waiting mile long line food bank unemployment running amp foreclosure president biden take care anerican citizen care,1,1
640,"@billscher the biden effect, more likely",billscher biden effect likely,1,1
641,@NCUEA Every student deserves a future with a livable planet. The @NEAToday must use their power as the largest union in the country to apply extreme pressure on the Biden administration to make the #GreenNewDeal a reality. #NCUEA #ClimateJustice,ncuea every student deserves future livable planet neatoday must use power largest union country apply extreme pressure biden administration make greennewdeal reality climatejustice,0,2
642,Biden’s HHS Secretary Hunt Hits Reset As Candidates Shuffle https://t.co/2Qvv2uTHFg,biden hhs secretary hunt hit reset candidate shuffle,0,2
643,Man she is stupid. Biden has not been declared the winner by anyone but MSM. And it is and always will be under Trumps watch that the vaccines came about. Nancy Pelosi Finally Admits It Was Her 'Decision' to Block COVID Relief for Americans https://t.co/oS1ffgzLAs,man stupid biden not declared winner anyone msm always trump watch vaccine came nancy pelosi finally admits decision block covid relief american,1,0
644,@CNNPolitics Georgia smoking video proves election theft! Biden going to jail!,cnnpolitics georgia smoking video prof election theft biden going jail,1,0
645,"‘Biden Can’t Be President’: Trump Viciously Unloads On Election Interference, Alleges ‘Hundreds Of Thousands Of Votes’ Were Fraudulent https://t.co/7UO8f6rRq6",biden president trump viciously unloads election interference alleges hundred thousand vote fraudulent,0,2
646,"@MCohan15 @_spacekitt3n @Transition46 @JoeBiden A corndog would be better than trump, but since trump is the most corrupt president ever, forcing everyone in his orbit to spend nearly half his days in office at one of his properties and giving jobs and deals to all his buddies, Biden will definitely be better.",mcohan spacekitt n transition joebiden corndog would better trump since corrupt president ever forcing everyone orbit spend nearly half day office one property giving job deal buddy biden definitely,1,1
647,"@benyc @KFaulders @Santucci 
Prez-Elect Biden expected to tap Vivek Murthy for surgeon general, key role in COVID response
https://t.co/SdAZXJ76L6",benyc kfaulders santucci prez elect biden expected tap vivek murthy surgeon general key role covid response,0,2
648,Working Class YTSupremacy vs. Joe Biden in 5th Avenue,working class ytsupremacy v joe biden th avenue,0,2
649,"So far President Elect's Biden's cabinet picks has resulted in Republican objections to one nominee who tweeted mean things about some Republican politicians.
Oh, the shock of such a thing!

 Times change and they have the nerve to call us snowflakes. Lol!",far president elect biden cabinet pick resulted republican objection one nominee tweeted mean thing politician oh shock thing time change nerve call u snowflake lol,1,0
650,Georgia Matters: Biden Pledges To Hike Taxes to Bush Administration Levels https://t.co/N5q78LoVtT https://t.co/RHJ1Qu25ac,georgia matter biden pledge hike tax bush administration level,0,2
651,"DeadlineWH: ""There's many reasons for Biden to be skeptical of McConnell... but I do think that that relationship is going to be one of the most fascinating ones to watch in the first 100 days, in the first year of Joe Biden's presidency"" - @mviser w/ @N… https://t.co/RGPzqDPvzj",deadlinewh many reason biden skeptical mcconnell think relationship going one fascinating one watch first day year joe presidency mviser w n,0,2
652,"@mblehrhoff @politico Thank you M., now I can go to bed and sleep without nightmares, like last night. I had all kinds of ppl in my dream, but when I was about to wake up I had Lindsey before my eyes. Crying in a car bc Biden was such a good buddy. I had seen this somewhere. I'm too much involved.",mblehrhoff politico thank go bed sleep without nightmare like last night kind ppl dream wake lindsey eye cry car bc biden good buddy seen somewhere much involved,1,1
653,@realDonaldTrump Thanks to the election win of President Elect Biden!,realdonaldtrump thanks election win president elect biden,1,1
654,"@MariaBartiromo @SundayFutures @FoxNews @DNI_Ratcliffe PROPOSED NOMINATION OF SALLY Q. YATES . . .

. . . formerly Deputy Attorney General in the Obama and (all too briefly) Trump administrations, as Attorney General in the incoming Biden-Harris regime:  ""Justice over partisan sycophancy.""

https://t.co/VCP0hYxyDq",mariabartiromo sundayfutures foxnews dni ratcliffe proposed nomination sally q yates formerly deputy attorney general obama briefly trump administration incoming biden harris regime justice partisan sycophancy,0,2
655,@realDonaldTrump Yes!!! BECAUSE JOE BIDEN IS THE NEXT PRESIDENT!!!!,realdonaldtrump yes joe biden next president,1,1
656,Why Joe Biden MUST NOT Become President https://t.co/7q45lzkHZe via @YouTube,joe biden must not become president via youtube,1,0
657,Notice that Biden suddenly isn't wearing his mask now that the election is over? Crooked piece of shit.,notice biden suddenly wearing mask election crooked piece shit,1,0
658,"Immigration and the environment, really? How about jobs you effing moron!

What Biden Can Do Quickly Once He Takes Office
https://t.co/tU70DGH8xo",immigration environment really job effing moron biden quickly take office,1,0
659,@Jessrocks71 @somersetlevel You could do a Joe Biden !!,jessrocks somersetlevel could joe biden,0,2
660,@catturd2 I used to like whiskey &amp; coke shot of whiskey and a snort of coke HUNTER BIDEN,catturd used like whiskey amp coke shot snort hunter biden,1,0
661,@ricketyoldshack we have not yet begun to stupid... Biden is going to be hamstrung without a cabinet,ricketyoldshack not yet begun stupid biden going hamstrung without cabinet,1,0
662,"About 15 trumpers in 38° weather, in Westlake Ohio, just west of Cleveland. Yelling at passersby about the Biden coup. https://t.co/NJTiSybCIV",trumpers weather westlake ohio west cleveland yelling passersby biden coup,1,0
663,"@washingtonpost election stolen in 2020
Yes I support Trump
No Biden is not my President!",washingtonpost election stolen yes support trump biden not president,1,0
664,"@amyklobuchar Lyin' Hidin' Biden will be fitted for an orange jumpsuit in 47 days, as the criminal case against him commences. https://t.co/VcJl0ODbLk",amyklobuchar lyin hidin biden fitted orange jumpsuit day criminal case commences,1,0
665,"@realDonaldTrump But you said the stock market would
COLLAPSE if Biden won.

And now that Biden won, it keeps making record highs 🤔",realdonaldtrump said stock market would collapse biden keep making record high,1,1
666,@CortesSteve This President could care less about Small Business. Trump only cares about the stock market. He say Joe Biden would tank the stock market and yet joe Biden Landslide Win! Set the unheard of record for a single day on the stock market. Haha!,cortessteve president could care le small business trump care stock market say joe biden would tank yet landslide win set unheard record single day haha,1,1
667,"@TobolaLeslie @oneghandi @Pachamama_777 @RealMattCouch I know, Joe Biden has already won to be technical",tobolaleslie oneghandi pachamama realmattcouch know joe biden already technical,1,1
668,"@sluurmpp @RedHawkMiddy @Ilhan @AOC Wow, do you have that wrong.  Biden helped destroy the Black community in the 90s w/his crime bill, &amp; Kamala locked up tons of users of MJ in CA, &amp; tried to keep them longer than they deserved for the free labor. Meanwhile Trump was pushing crime reform.
https://t.co/yh6AbQEnYd",sluurmpp redhawkmiddy ilhan aoc wow wrong biden helped destroy black community w crime bill amp kamala locked ton user mj ca tried keep longer deserved free labor meanwhile trump pushing reform,1,0
669,Kellyanne Conway acknowledges Biden as apparent winner https://t.co/gs2QTS7Yl4,kellyanne conway acknowledges biden apparent winner,1,1
670,Biden will never be Pres Mr. Watson!#realDonaldTrump,biden never pres mr watson realdonaldtrump,1,0
671,"@chris_schapira @DonJuan603 @praetorian155 @mallen2010 @JoeBiden @KamalaHarris If you people means the true conservatives that voted biden in but kept our Republican Senators, then yes, I am you people",chris schapira donjuan praetorian mallen joebiden kamalaharris people mean true conservative voted biden kept republican senator yes,0,2
672,Coronavirus live news: Biden to ask Americans to wear masks for 100 days as global deaths pass 1.5m https://t.co/w2aBL0cDbL,coronavirus live news biden ask american wear mask day global death pas,0,2
