,raw_text,subjectivity,polarity
373,"@jsolomonReports LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT!",1,0
374,"@ServantArmy @Realpersonpltcs @JosephJFlynn1 @flynn_neill @themcfiles44 I will have to take the vaccine due to my Cancer and Diabetes. I trust it if Trump recommends it. Biden on the other hand, absolutely not. I don't trust that piece of sh*t!

I won't however support the card carry opinion of the Marxist cabal!",1,0
375,"@elenaparent Hey Elena, participation in a treasonous coup is a very serious crime. Are you sure you want to participate? Doug Ducey has been served with a lawsuit for certifying a fraudulent election. Biden admitted he and Obama built the most extensive and inclusive voter fraud organization https://t.co/Emf7WJZC4W",1,0
376,"@realDonaldTrump JOE BIDEN 46TH PRESIDENT OF UNITED STATES:
I AM NOT GOING TO SAY JUSTICE DEPARTMENT HOW TO HANDLE EACH CASE. ITS PEOPLE’S JUSTICE DEPARTMENT",1,1
377,@realDonaldTrump Yes sir thanks to BIDEN AND HARRIS WINNING THE ELECTION,1,1
378,And we very much look forward to working with you and your staffs during the Biden-Harris administration...,1,1
379,"And so it continues...China's new puppet (Biden) gets in line with CCP officials. The saddest part is that unlike the Russia Collusion debacle, this is proven. Top intelligence official says China targeting incoming Biden administration
https://t.co/fPuTsfAENA",1,0
380,"Along with the Nevada win, Georgia’s 3rd recount ended today, with another Biden win, of course. Joe’s just winning everywhere and more importantly dumpy is LOSING! #BiggestLoserTrump #ByeByeTrump #Election2020",1,1
381,@realDonaldTrump After Biden wins!,1,1
382,Y’all know Joe Biden 78 ? 😳,1,0
383,"@realDonaldTrump I tweeted to you about #cannabislegalization a while back, you can take steps to beat Congress and @JoeBiden to a great legacy if you change FDA regulations on Marijuana now. Otherwise, you're leaving all the glory to Biden and @SpeakerPelosi . Up to you.",0,2
384,"@theelderleto Republicans for Biden, I’m sad to say. I really liked that account, too. It was an encouragement at one time when I thought the deck was stacked against him &amp; Harris.",1,0
385,@realDonaldTrump NO THANKS TO YOU! IT IS ALL ABOUT BIDEN!,1,1
386,"Of course he would......
Report: Corrupt Joe Biden would Like to Keep Corrupt Chris Wray as FBI Chief https://t.co/rHxW4iyeiw via @gatewaypundit",1,0
387,"Trump considers 2024 campaign kickoff on Inauguration Day.Joe Biden won the 2020 election, but Trump continues to disrespect him.He says he won't attend the inauguration, but will hold a rally to announce his 2024 campaign! We can’t allow Trump to humiliate Joe Biden like this.",1,1
388,"@JoeBiden @RonaldKlain @neeratanden ""a budget should reflect our values.""

Yeah that’s what we’re afraid of, Biden. We know damn well what your values are. We’ve watched them for decades.",1,0
389,@realDonaldTrump This is very important time for both. Trust me. this is last chance. I have very strong evidence against joe Biden. You have power. This is a big chance. Please I request don't Miss this opportunity. Send me now.,1,0
390,"@dave_oriel @mike_wanaoni @realDonaldTrump First Hitler pushed Germany to war Trump did opposite for US.  Second Trump brings change while Biden can't change. So third, as he is as old as he it is evident that democrats should find better one",1,0
391,@realDonaldTrump So did Joe Biden’s vote counts https://t.co/embDVfzw5L,1,0
392,@MarkSZaidEsq Breaking Snooze: President Trump mulling cost of pardoning Hillary Clinton over email scandal as thoughts turn to Hunter Biden as another possible beneficiary.,0,2
393,No so fast SNIFFER BIDEN.... https://t.co/zU2Y5pwXox,1,0
394,"@realDonaldTrump @CoachLouHoltz88 You LOST BY 6 MILLION VOTES, 6 MILLION!! You said Biden was the worst candidate. HE BEAT YOU! What does that say about you🤣? @MarkMeadows @WhiteHouse @TimMurtaugh @BillStepien @Scavino45 @OANN @newsmax @PressSec @hogangidley45 https://t.co/AysodwDkZk",1,1
395,"@mirandadevine @PaulineHansonOz Biden &amp; Kerry approving, maybe that's why?

Part of the ""reset."" If so, it's political suicide.

Aussies gave the LNP a chance &amp; stuck with them over Bernardi's Conservatives. 

Watch them move towards One Nation, &amp; the Shooters Party.",0,2
396,@Deekaygaming @poliosmo @MatthewJshow @JoeBiden Joe Biden will never be President.,1,0
397,@CNN BiDeN cheated,1,0
398,"@CClifstopherson @1ofakndLizzy @BrendonLeslie @JoeBiden @KamalaHarris We see MAGA fans going in crowds, and they're then labeled as ""super-spreaders"". While on the other hand, I see no fuss made about the Biden fans, definitely not suspicious or anything. https://t.co/vvCeCWp9RO",1,0
399,"Georgia workers pulled out suitcases of ballots, from under a table. After Republican poll watchers left. Very sneaky.
#georgia 
#election 
#trump 
#biden",1,0
400,@magnatom Re:watch the video clips of entire tower blocks cheering when Biden got past 270?,0,2
401,"@Elaijuh @jjauthor LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT!",1,0
402,Really cool how Bernie busted his ass to get Biden elected and got NOTHING in return,1,0
403,"The only way forward through COVID-19 is together. I added my name to demand Biden’s COVID-19 task force make any vaccine free and available to everyone, worldwide — can you add yours? https://t.co/3r9dPyFBkI",0,2
404,“They owe us something for our votes.” Black leaders are demanding more representation in Biden’s new cabinet. https://t.co/xPkCHTpvCg,0,2
405,Biden won't need threats or encouragement from China. Just more cash for Joe &amp; his family is all China will need to do to keep Biden on their side. Americans should be horrified that the 'President-elect' is in bed with our greatest threat. Democrats are such idiots.,1,0
406,@TVNewsHQ Biden looks exhausted and he is not even in charge 😂,1,0
407,"HOW ABOUT THAT TRANSPARENCY? NOT! EXACTLY WHAT WAS IN THOSE TWEETS! HMMMM??
Suspicious? Biden OMB Pick Deletes Over 1,000 Tweets Amid Nomination via @WestJournalism https://t.co/8qOrw4M2PQ",1,0
408,@MarkAdrianKing @Reuters I’m pretty sure they’re basing their case in reality and not on conspiracy theories.  Hunter Biden is a saint compared to the Trump kids.  #TrumpCrimeFamilyForPrison2021 #BidenWon #GetOverIt #IvankaForPrison,1,1
409,@jshbooks @washingtonpost #Biden,0,2
410,@cnni Much unlike Biden who have made sure to get those with connections to the Military industrial complex in order to make sure everything is going smooth in the upcoming wars.,1,1
411,"Get ready for this !

AZ Judge Orders Review Of 100-Ballot Sample, Finds 3% Of Ballots Were Deemed Fraudulent in Favor of Biden – Larger Audit Granted https://t.co/uR8M4i0e8P",1,0
412,"Biden transition staff didn't say whether Michelle Lujan Grisham still has a chance at being Biden's pick for HHS secretary but they did tell CHC members that they want her, a transition co-chair, to be on their team going forward. https://t.co/QAT9CsGqRn",0,2
413,‘Do not give them the calm they seek’: https://t.co/D94aDLNhBj Jesse Kelly responds to Joe Biden’s tweet about ‘lowering the temperature’ #ccot #dems #gop #libcrib #lnyhbt #maga #msm #ofa #p2 #resist #tcot #tlot #uniteblue,1,0
414,@Censor Since when you where into politics censor ?💀😂😭 you’re a joke bruh. Just like the rest of the celebrities that get payed to like Biden💀💀💀,1,0
415,"@realDonaldTrump Well, shit.  And all the Trump camp did was give most of the relief money intended for small businesses to corporations...and make sure there was no transparency  language in the bill so no-one would know.  Biden team could take a lesson from REAL criminals and fraudsters.",0,2
416,"HE SLIPPED👉🏻“Like I told Barack, if I reach something where there's a fundamental disagreement we have based on a moral principle, I'll develop some disease &amp; say I have to
resign."" 

It’s Obamas 3rd term Biden is just a puppet👊👊 
https://t.co/cPQfef7oTs https://t.co/w05IsQyJqA",1,0
417,@TorosSahakian @the_resistor @realDonaldTrump How much do you want to bet Biden will be the next president.  I like easy money.,1,1
418,@Eiggam5955 Right now you still have an excuse to have happy hour at all hours of the day - when Biden is a president you will have to wean yourself off the stuff,1,0
419,"Artist Activism Helped Get Biden Elected, But We Must Keep It Going (Guest Column) https://t.co/7yarsHQY0I",1,1
420,BlackRock gains clout in Washington as Biden builds his team https://t.co/rr5lCJmeNW,0,2
421,"@JDiamond1 @jaketapper Biden should probably slow his roll🤣🤣🤣

There's video.  Oopsie. Vid. E.O. #BidenCheated2020 #georgiasenateHearing 
https://t.co/YKntijRuol",1,0
422,"@itsJeffTiedrich Agree. If you weren't a Trumpster, then you needed to vote for Biden.

This was NOT the election for, ""Well, I really don't like Biden b/c he's not ________ enough for me. So, to make a point, I'm not going to vote.""

No mistake, if you didn't vote for Biden, you voted for Trump.",0,2
423,@thehill Create more chaos for Biden,1,0
424,"Reason #20,588 why the Biden campaign ought to pay Giuliani the $20,000 per hour he wants.",0,2
425,@realDonaldTrump Thanks to the election of Joe Biden,1,1
426,@TaggartSlug @Feisty_FL That's music to Chuck Shumers ears.. Hey I can't wait for Biden's gun tax and the Green new deal.. should be awesome,1,1
427,"Please join me in telling Pres-elect Biden to call off ALL inaugural gatherings due to COVID19. Do the oath of office and inaugural speech on camera, streaming online. No crowd in person.  No parade. #CancelThePomp",1,1
428,"Feeling Spurned by Trump, U.N. Sees Redemption in Biden and Team https://t.co/L96xVe2oXg https://t.co/zIWz3LDtek",0,2
429,@donwinslow @Yahoo HA !! Worried ?  He should be . I voted blue all the way &amp; I get that  POTUS Biden &amp; VPOTUS want to move on . BUT In MHO I need to see 45 in prison . I need it for my mental health . I NEED TO SEE THIS LYING POS GO TO PRISON!! so sorry for yelling  btw  masks save lives 💙🇺🇸❤️,1,1
430,@BillKrause2 @WW_NEWS_ And it's statistically impossible for Joe Biden to have gotten the kinds of vote numbers he got in the middle of the night after the election where there is video evidence of people pulling ballots out from under a table.,1,0
431,"@OANN @CSinclairtv @rpollockDC We voted

We counted

Biden won

Trump lost https://t.co/9HfehTpUFW",1,1
432,"@scotusreporter hey Bob, Biden confessed on video to his voter fraud organization. Google it on utube. https://t.co/lXv1m9eH43",1,0
433,"Biden expected to tap Vivek Murthy for surgeon general

https://t.co/1y7uMUnhaW",0,2
434,@ZeenieZuccini @SchwaeJames @JenGriffinFNC Handover to biden will never take place.  The real coup is the dems attempt to steal the election.  President just amassing the police force to arrest all of the bastards.,1,0
435,"Trump-controlled Pentagon is blocking members of the Biden transition team from visits to military spy agencies, undermining prospects for a smooth transfer of power. https://t.co/s9jkhkrbcW",0,2
436,@realDonaldTrump Biden is a fucking joke.,1,0
437,@realDonaldTrump Didn't you say it would crash if President Biden was elected?,1,1
438,@prernaplal You'd think. With Biden coming in next month it feels like a hollow victory?,1,0
439,"@CNN Let me explain how this all ends. With Joe Biden as President.

https://t.co/oosTup5czr",1,1
440,"CNN Exclusive: Biden says he will ask Americans to wear masks for the first 100 days he's in office

https://t.co/uVCflrK1sB",0,2
441,Your move Biden. Cancel the shit.,0,2
442,Biden commits to US climate leadership: Brian Deese is an exciting prospect in a key post for the next administration. Worth a watch:👇👇,0,2
443,"Just In: As expected, the GOP challengers who lost in Pennsylvania Supreme Court have filed with Scotus for an emergency injunction ahead of a petition for appeal 

None of the election law experts I've spoken with think this has any shot at disturbing Biden's certified win in PA https://t.co/ygju0MbX9K",1,1
444,@GaRepublicans says BIDEN WON! @realDonaldTrump,1,1
445,@realismfirst @ParkerMolloy @NumbersMuncher Hi. One question. Why would Democrats rig the election only for Biden and let McConnell remain majority leader? And lose a bunch of house seats? Please explain this 5d chess move.,1,1
446,"@conorjrogers @reedgalen They could not raise the money to beat Biden before the election, so they are raising the money now to line Trump’s pockets after the election so he can enjoy 4 years of causing mayhem from Mar a Lago.",1,1
447,@kylegriffin1 We knew that. He's one of the most trusted men in America. Biden would be foolish not to keep him front and center.,0,2
448,"@MarkFinchem Here’s your job-

You’re obligated to use the lawful process in your state as of the election on 11-3-20. 

Whoever you send, they’re obligated to vote for the winner of the popular vote in AZ. 

Biden won AZ. Put your hurt feelings aside and do your duty.",1,1
449,"@DerrickNAACP As a proud black woman all I can say about your agenda for the incoming administration, BACK THE HELL OFF! Biden is no fool. And he has more than the NAACP to consider. He's not even in office &amp; you're bitching already. Just stop.",1,1
450,@realDonaldTrump Purdue says Biden won.,0,2
451,@Breaking911 Does Biden know Fauci isn’t a doctor?,1,0
452,"Yes, Joe Biden and Kamala Harris Are Planning to Legalize Abortion Up To Birth - https://t.co/keH1oMMNVB via @Shareaholic",1,0
453,"You cant tell me that this election was not rigged, It happened in front of my eyes watching US election on tv from Melbourne Trump was far ahead of Biden winning by a landslide when something happened they stopped counting, what really happened?
Biden NOT the legit President.",1,0
454,@therecount @danpfeiffer Didn’t Biden tell us when he hadn’t spoke to Mitch?! I think by skirting it this time means he has. Who knows but it’s not up to Biden. It’s time for the Republicans to act like adults after 4 years of childish bs.,0,2
455,"@realDonaldTrump Yeah, the markets are thrilled that Biden is about to be President!  The age of the crazy moron pathological liar egotistical sociopath President is coming to an end!",1,1
456,"Biden says $1,200 stimulus checks 'may be still in play' in Covid relief talks https://t.co/PmPfXplQhW by @jacobpramuk @KevinWilliamB",0,2
457,@merica I’ll do as I please. I am a Libertarian and will not follow hypocrites in government. Biden is a hapless demented individual without an original thought in his life. Just like the MSM !,1,0
458,@PeppieJane @TimRunsHisMouth @JoeBiden @KamalaHarris @realDonaldTrump Biden won’t be president.,1,0
459,@GOPLeader @realDonaldTrump POTUS is still president...1st off. 2ndly it's Trump's 'warp speed' that got the vaccine through. Biden had absolutely NOTHING to do with this vaccine and deserves NO credit despite Pelosi's assertions.,1,0
460,"Biden, noting 'grim' jobs report, urges quick action on coronavirus aid https://t.co/tQZJxijWrI 

NOT WITHOUT RESTRUCTURING TO PROVIDE ASSISTANCE TO THE UNEMPLOYED ... REAL ASSISTANCE !!!!!!!",1,0
461,Trump or Biden? I’ll take Rudy. He’s the only effective American who’s getting anything done.,1,0
462,"@realDonaldTrump Wooohooo, THANK YOU PRESIDENT BIDEN!!!",1,1
463,"If you want people who defy the odds, look to dead people who overcame death to vote for biden.",1,0
464,@TheRealAndrew_ I love how boring and predictable Biden is being. If this was Trump his Surgeon General may have been some Demon sperm loving war criminal or something.,1,0
465,"@JoeNBC for the record it is all you lying non journalist A$$ES that need mental health providers. Your lies your sick twisted interpretation of things, your inability to tell true facts about Biden corruption covering his ass on every turn. You and your cronies are a disgrace🤬",1,0
466,"2/ ""The impasse has prevented the Biden team from engaging with leaders at the National Security Agency, the Defense Intelligence Agency and other military-run spy services with classified budgets and global espionage platforms.""",0,2
467,"@SenhorRaposa In this election of the 15 most populous US states (2/3 of the entire population).

7 were double digits Biden wins, 3 were single digits Biden wins, 5 were single digits Trump wins.",0,2
468,"@Matthew68447663 @DPWIMM @realDonaldTrump And when the electoral college gives it to Biden, I suppose they're fake and corrupt too? At what point will you accept that it's actually this simple: more people voted for Biden. You don't have to like it, but that's what happened.",1,1
469,".. 5️⃣ NOTHING ABOUT BIDEN CAMPAIGN DOING ANY OF THIS
6️⃣ NOTHING THAT HAD TO VOTE FOR BIDEN - JUST HAD TO VOTE. 

REMEMBER, THIS IS NOT EVIDENCE OF VOTER FRAUD

EVEN IF IT WERE, TRUMP CAMPAIGN CREATING ""EVIDENCE"" WOULD GET IT THROWN OUT OF COURT

I'M SICK OF BULLSHIT ABOUT NOTHING",1,1
470,@birbigs Exactly. Nothing shows that the frump cult is not working for the people more than them insisting frump won in the face of worldwide Biden/Harris celebrations!,1,1
471,"@IngrahamAngle Funny, I compare Biden to a turd in the punch bowl....",1,0
472,Biden better not try to be mr. Both sides on this move.  Clean house.,1,0
473,"I usually just assume people who think Obama didn’t accomplish much are really young, because like Biden, he started with an entire catastrophe and worked his way out, and even expanded civil rights... it feels to me like they expected Obama to raise them too",1,1
474,Kellyanne Conway acknowledges ‘it looks like Joe Biden and Kamala Harris will prevail’ https://t.co/y2JGsfh4AA,0,2
475,@realDonaldTrump But you said the stock markets would crash if Biden win! What a sore loser! https://t.co/693ULrM0Kd,1,1
476,@pastorlocke @CNN Will Biden start taxing these fake churches?,0,2
477,"President-elect Joe Biden is predicting a “bleak future” if Congress doesn't take speedy action on a coronavirus aid bill, amid a nationwide spike in the virus that's hampering the nation's recovery. https://t.co/hpWeq38hNK",0,2
478,"Truth only. I was poisoned serving  in the us milatary.  Nothing sent on in my claim. PRESIDENT TRUMP
has me ready to have the peace of mind. I can trust trump.Biden? 
Never",1,0
479,"@Lowcountry1Girl @ReneeCarrollAZ One shouldn't judge books by their covers. However, why do all Democrat politicians have 'that' look?
There's nothing credible or good about them. They're bad to the core... &amp; it shows in their faces. Also they speak a different language. Nothing Biden says ever makes any sense.",1,0
480,"@lisletass Well, Biden did challenge Trump to a push-up contest once, so...",0,2
481,@RealDGPearson @JoeBiden Biden Harris =Chinese communist party https://t.co/ettnEoa4Ob,1,0
482,"From CNN: CNN Exclusive: Biden says he will ask Americans to wear masks for the first 100 days he's in office.

https://t.co/xJtOy2fvQ4",0,2
483,CNN liberal apologists caught burying The Post's Hunter Biden exposé: Devine https://t.co/nkM39mxWBv via @nypost,1,0
484,"@JakeSherman You going to finish this story? Or nah? Are you going to mention why she held out? Are you going to mention why Biden/Harris being elected might signal a new approach to the problem that republicans are cruel, racist and obstructionist?",1,1
485,@NancySinatra Biden made the right choice,1,1
486,@Ta3meya @TeamTrump @RudyGiuliani what does it matter they r al real ballots but to humor trump maybe they should do a recount and start with mail in first so trumped knew at 10 that he was losing or a least a very tight race but 80 millions 307 to 223 is a landslide win for Biden,1,1
487,"@Rothbard1776 @realDonaldTrump Blah,Blah,Blah! Losers! Who’s the Snowflake now?😂 Biden 46              “F*ck your feelings”",1,1
488,Biden knew this was going to happen. https://t.co/PLJv9yM4pM,1,0
489,Joe Biden to ask Americans to wear masks for 100 days https://t.co/xFl1rzhhJh,0,2
490,"US President-elect Joe #Biden says he is keeping Dr. Anthony #Fauci on as a chief medical adviser and a member of his #COVID19 advisory team.

https://t.co/OC8ygOdliJ",0,2
491,@LeslieProll Barr's desire to insult Biden/Harris is being satisfied. That's all it means to him IMO. Gratuitous killings. Despicable,0,2
492,"@bellalove49 @misgunception @MrMichaelBurkes i’m not sure if i will, your “president” elect hiden biden will be in prison 🤷‍♂️",1,0
493,"Lose: Trump’s improvement in his Miami-Dade margin. 
Win: NYT needle went to Biden +0.4 and the WI/MI calls.",0,2
494,"@smublvd01 @jawjagrrl @jgkande @GabrielSterling @GaSecofState There was an audit. And a recount. Two

The audit was done by hand. No machines.

The recount was done the same.

No change in result. Biden still won",1,1
495,"Stop already with the sky is falling on Biden's presidency. He will deal w the corona virus, get people the money they need 2 stay afloat and bring millions of new sustainable jobs. Once that is in place, the stench from all the GOP lies will make people barf. Reality check time!",1,1
496,No - Biden/Harris will do that.,1,1
497,Funny thing is Latinos are worried that Biden is Hugo Chavez. TRUMP is Hugo Chavez.  Grifter family and all.,1,0
498,"@CCLcaribecrew She is always panhandling for a job and that is commendable but, in this case Biden just say no we don't need her in any capacity speaking on behalf of the government.",0,2
499,@patphup @burbaburts001 @tomag49 @Flattielover @shrekthepunk @mlodgeg @Goathead19 @Hildolfr3 @catlady111310 @JimRobe70184873 @QDecoder @sno_justice @LadyOfTheOcean1 @boodacat2020 @Jim_OConnell @jfp920 @EMMYreincarnate @MamaLouies @DanPastor6 @topleveltroll3 @2Cents69 @SuP3rK @SBDSoultrain @RushvilleRockit @russiathirdwor1 @Gameon68 @Khaleesi_2020 @ShlomoIndiana @gurleysgrl @MarkHoliday17 @akuscg @miss_simone247 @Mongo3804 @CaliJeff1 @Karldegrosse111 @f_henline @THEIrishRed111 @MatthewQPublic @eyesore99848340 @elle_vader @jtlykke @iamyuneek @DontGetItTwist8 @Tizzy2310 @TrumpSugar @missjulialee @Deadpools_R_Us @influence_aig @akvawe66 @CallieM76532241 Biden will be your president.,1,1
500,"President-elect Biden tells Jake Tapper he will ask all Americans to wear masks for the first 100 days after he takes office: ""I think we'll see a significant reduction ... to drive down the numbers considerably"" https://t.co/ZYLF99opUi https://t.co/amKZnIeqx9",0,2
501,@kylegriffin1 Or what. BIDEN will drag us out of our homes and execute us for not wearing one. Commie fucks.,1,0
502,@Jim_Jordan Just get over it! We’re sick of this. Move on. You should  be thinking on how you’re going to be working with the Biden admin on what’s needed for Americans who need your help now more than ever. Be best &amp; be useful!,1,1
503,I would love to know who is actually writing his tweets. We already know bc of the strident at times nature of DJT's tweets he is the one writing them. There is no way that anyone could convince me Biden is writing what is credited to him. No Way,1,0
504,BREAKING HUGE: Trump Team Has Dominion Machine from Small Georgia County - Shows Votes Flipped from Trump to Biden https://t.co/pLLWLQpz5m via @gatewaypundit,1,0
505,"She says we don't need more stimulus for people because Biden won and a vaccine is on the way, but the vaccine is MONTHS away and I know people who are about to become homeless or can't afford necessities already.",1,0
506,@cheah_michael @NickAdamsinUSA @realDonaldTrump You can have Chinnazi loved Biden all you want fool,1,0
507,Campaigners Put Forth 'Cabinet Climate Test' for President-Elect Biden - https://t.co/S0iNJ85pDx via @commondreams,0,2
508,"President-elect @JoeBiden has asked top US infectious disease expert Anthony #Fauci to continue in his job and serve as Biden's chief medical adviser and on the #COVID19 team after Biden takes office on Jan. 20, Biden said on Thursday.
https://t.co/xjwLEUt3vB",0,2
509,From under the table came the lid on the Biden presidency.,1,0
510,"@DPWIMM @realDonaldTrump LMAO Lara, is that the only thing you can come up with on attacking him? that is weak, put some facts to back your pathetic reasoning, oh thats right you got nota because all the garbage you say he is guilty of is the same Biden is guilty of so all you have is personal hate lol",1,0
511,@FBI @FBIBoston With Biden in power less likely he will be punished enough.,1,0
512,"@MiamiHerald Haven’t your heard? COVID is no longer the flavor of the month after Biden won. Just drop it already, you liberals achieved the mission...",1,0
513,@Ridim_Luv @leflake1 Yes Obama/Biden administration was the worst agreed brother,1,0
514,"@eugenegu @realDonaldTrump So that Biden if he is ever confirmed , enables Joe to become Président in 2024 by ruthlessly lying on social network after art 230 is revoked... What a joke",1,0
515,"@KThomasDC @costareports That’s nice, but I hope Biden doesn’t think #MoscowMitch is the same.",0,2
516,Joe Biden would tear down the wall so these drugs and weapons can flow freely across the border.   https://t.co/GbsEY4xDrc,1,0
517,@realDonaldTrump Thank you BIDEN!!!,1,1
518,@LouisWei8 @julie_kelly2 @DineshDSouza Well.    If the Democrats control the Senate with Trump in the oval office. Dems will impeach and remove him. Another sham impeachment.   If democrats control the Senate with Biden in oval office.,1,0
519,I can profit off either a Trump or Biden presidency so I'm not too worried,0,2
520,@SecPompeo We commend Biden for firing you on 1/20/21.,1,1
521,"@ColtonWaters6 @TyrrellWilliam5 @HRHAdeyemiAdams @AOC @tonyschwartz He told his supporters to NOT use mail-in ballots. And yet he's surprised when the mail-in ballots are mostly Biden votes. He refuses to listen to scientists and experts, refuses to condemn white supremacists, and thinks BLM is a terrorist group. I'd say more, but tweet limit",1,1
522,"@TheDemocrats BIDEN IS NOT THE ""PRESIDENT-ELECT""

THE ELECTION PROCESS IS NOT EVEN DONE YET

It is very foolish to count your chickens before their hatched.",1,0
523,"@realDonaldTrump Can't wait for President Elect Joe Biden to take office. After 4yrs of not having a president, it'll be a nice change!",1,1
524,@SSS_music @bbq_latex @KaylaAncrum Joe Biden goes to church and I voted for him without hesitation.,1,1
525,"@Gabriel_Montoya Biden admin should make it clear they will review all PPP loans.  Anyone who abused the system will be required to return the money.  If they did it illegally, they should be prosecuted. Get tough!",0,2
526,@realDonaldTrump Thank President-elect Joe Biden.,1,1
527,@RudyGiuliani Mayor- man up- I watched you on TV acting as a lawyer😶I could not reconcile this man with the man flat on his back with his hands down his pants as Borats ‘niece’ looked on &amp; the man whose hair color streaming down his cheeks- quoting Joe Biden “c’mon man”- accept accountability,1,0
528,"@funder He will be 77. The same age that Biden is and he said Biden was “too old”.  Except Biden is very fit.  Trump is a train wreck. At 77, he will be more like a young 83.  Best of luck with that hot mess.

Oh, and there ARE the potential legal issues, to boot, tho....",1,1
529,"@Kingofgameplay1 @HeathMayo They've been given 40 chances. And have blown all but 1. Truth be told, the past 4 years were the biggest chance of all. The results of this election speak for themselves. 

If I believed McConnell had even the slightest intention of working with Biden, I'd agree with you. But.",1,0
530,Biden will ask Americans to wear masks for his first 100 days as president https://t.co/61wUUtVF3z,0,2
531,I'm really hoping I was wrong about Joe Biden.,1,0
532,@WillowNBirch @realDonaldTrump He's a petulant child trying to destroy things before Biden gets in...,1,0
533,"@BernieSanders Bernie. You really believe that Joe Biden got 81M Legal votes? Over 16M votes than Barack Obama and over 20m votes than Hillary. While at the same time GOP did better in the down ballots. The Maths does not add up. Therefore, the President has the right to seek truth.",1,0
534,Firm Linked To Joe Biden Scrubs Website Of All China Related Business https://t.co/lVyhzX886A via @gatewaypundit,0,2
535,Honest fail short on truth. Biden is corruption all around,1,0
536,"@realDonaldTrump So its safe to believe you got 70 million votes but impossible that Biden got 80 million ? Trump logic: It doesnt matter if im right or wrong, im still right. 🤣🤣. The lunacy is out of this world. Like wow.",1,1
537,And those who don’t will be flagged as : Non-a-Biden,0,2
538,"Latest: President-elect Joe Biden talks jobs, COVID-19 relief bill https://t.co/3NivpV5cbX",0,2
539,"@JoeBiden Mr Biden is a coward and is leading his sheep to not take a vaccine that is proven safe. Leaders make decisions, followers wait for people to tell them its ok. Joe youve proven which one you are.",1,0
540,"Biden team continue disrespecting #Hispanics

Hispanic caucus unhappy with transition team treatment of Lujan Grisham https://t.co/KB2FckW7SQ",1,0
541,"Biden may have no choice about expanding the Supreme Court, as conservatives prepare a power grab https://t.co/wcYrIMOGaL",0,2
542,"@NEWS_MAKER Won't need many for next 4 years to roll out the same drivvel every night about how wonderful Biden is and how his wife is so charming and caring. Anything that goes wrong was caused by Trump.  Same $hit, different day. Just roll out the Obama tapes and photoshop in the Bidens.",1,1
543,@rottymom @Chop0Matic @RudyGiuliani Then the GOP in GA is screwed the point is this is above Trump above Biden it is about the integrity of our election,1,0
544,I have every faith that Joe Biden would be an excellent date. https://t.co/vbodb92dHK,1,1
545,"In the letter asking Pennsylvania's federal delegation to dispute the state's win for Biden, every issue cited as ""undermining"" the election law was litigated in state or federal court before or after the election. On one -- the ballot deadline issue -- Republicans won!",1,0
546,@alexsalvinews He’s not a leader - he’s handing the power over to Harris . Neither Biden or Harris is qualified mentally and morally fit to be great leaders - it’s about them and their agenda for communism. I DO NOT WANT TO LIVE UNDER THEIR LEADERSHIP !  Slow Joe and Ho Harris 🖕🏼,1,0
547,"Oh FFS! Trump just trying to give Biden more shit to fix once he takes office.

Trump administration appoints loyalists Corey Lewandowski and David Bossie to Defense Business Board https://t.co/nq9PlZL4cv",1,1
548,"@MAGAINCA1 @JmBoh @tweettruth2me Not to mention, we will all have a red social credit score card anyway bc of our Twitter use. China’s social credit system is being thought about in the Biden camp, you know it is....",1,0
549,"Biden on Trump's vaccine distribution plan: ""There is no detailed plan that we've seen as to how you get the vaccine out of a container, into an injection syringe into somebody's arm. And it's gonna be very difficult for that to be done and it's a very expensive proposition.""",0,2
550,@Updesh @mamakoch1955 @CraigDMauger A deal with the RNC swamp creatures that are fighting the recount. Remember Zuckerburg was passing out money in Georgia. Most of the mystery ballots only had Biden votes and nothing else highly unlikely if the votes are real.,1,0
551,"@aspengirl19 @anital255 @FoxNews I follow light not darkness, J Biden is Darkness and Trump is Light. For her that walk with Jesu's will never be put to shame.",1,0
552,"@realDonaldTrump That’s right! The more President Biden talks, the higher it gets.",1,0
553,I can’t believe the Biden crime family really wants me to wear my MASK for 100 DAYS. How am I suppose to eat??,1,0
554,@judgeyourself99 @jennerific713 @realDonaldTrump @seanhannity That’s why Babbling Biden must never take office. All the Biden’s will look great in their prison garb.,1,0
555,@AbeRevere @MichaelCoudrey Ahh Biden cheated and most of the Democrats know that as well,1,0
556,"@KOB4 The loser, @GovMLG, is no longer a contender for dog catcher since she made the pedophile, Biden angry.  May @GovMLG wallow in self pity due to her incompetence.",0,2
557,"We'll see, the electoral votes might get disputed in the places where Biden cheated.",1,0
558,@JasonBCorbin @DC_Draino Only because Biden cheated,1,0
559,"If you consider yourself a #Democrat and you told lefties to push biden left after he won and are now concern trolling about ""snappy slogans"" you are absolutely part of the problem.",1,1
560,@stub0b @jeannie_west @RealRLimbaugh the Biden tweet was about COVID not flights but hey why would Trump use facts when a lie sounds better.,1,1
561,@LynnSharig8 @Miminorton9 Yes it is. It is the only news that didn't call it for Biden on election night. The MSM DOES NOT decide who becomes President! Open your eyes! This is a communist takeover of America! Biden is in with China and they are helping to take down our country through this sham election.,1,0
