ID,Tweet Text,Sentiment
1847,biden corrupt cheater,negative
1848,tucker carlson exposed another way election potentially rigged joe biden,negative
1849,trump bible bullshitting fraud remember time please madman praised violent attack biden campaign bus yeah demeaning female member congress one kid pathetic small sad,negative
1850,ballot fraudulently processed dead people poll worker tearing trump vote reprocessing biden fake,negative
1851,still fighting loosing battle election biden bigly,negative
1852,rudygiuliani trying suggest changing electoral vote georgia biden want talk stealing election clear example democrat demand caat voted remember shown proof,negative
1853,mitch mcconnell nancy pelosi joe biden rest thought president trump first one fight stimulus put bill turned back american people fought u,negative
1854,screw bozo biden mask,negative
1855,nothing biden campaign vote remember not evidence voter fraud even trump creating would get thrown court sick bullshit,negative
1856,judy shelton campaigned job lobby trump international hotel washington c widely regarded hyper partisan mcconnell attempt sabotage biden administration eliminated completely,negative
1857,not sure president elect hiden biden prison,negative
1858,grassley suffer dementia biden becomes president,negative
1859,arizona rush certify biden win ignoring evidence suggesting fraud epoch news,negative
1860,coup china japan russia owns debt know ursury wrong n u country headed inevitable economic crash want depop cash american pie trump stop biden ca harris wo,negative
1861,begs question n joe biden prison,negative
1862,always bruette liberal magausa guy biden call day mask inauguration exception fk,negative
1863,woo colorful language imagine much hate guy life whoever said biden communist may come david paterson know drug make people crazy look donnie jr eventually swallowed quicksand hell,negative
1864,happened durham report happen jeffrey epstein case fbi voter fraud accusation n arrest hunter biden stacy abrams investigation election,negative
1865,u continues current death rate trajectory reach death le year wwii time biden take office,negative
1866,one every six biden voter surveyed said would abandoned democratic candidate known fact news story,negative
1867,update next biden getting right health team virus rage,negative
1868,le not saying vote general given decent option nothing change people continue convince voting lesser evil best shitty candidate like biden harris,negative
1869,biden bonkers conspiracy theory hey tape saw reaction panic written,negative
1870,secret assassination may ruined joe biden hope nuclear iran,negative
1871,joe biden say ask american wear mask first day president wrong already,negative
1872,classism elitism love brunch liberal n worry get many people actually care right poc fighting racism ca bullshit austerity measure biden,negative
1873,haha friend liberal n pivoting giving benefit doubt matter barr say fraud rep dem state official actually certify vote saying want biden either trump dangerous,negative
1874,ivankaforprison spelled biden wrong,negative
1875,biden million vote trump difference still standing baseless claim fraud stolen election never thought go full maga cult,negative
1876,nevada case youtube biden gang lawyer say must provide name voter prove fraud bidengang tell judge claim debunked court so w libs use talking point medium day tv amp social,negative
1877,michael cohen monster trump undermine biden,negative
1878,cnn exec protect biden dismissing refusing pursue pedophilia via,negative
1879,biden name top economic adviser brian deese fight climate change job crisis,negative
1880,stop comparing g hitler closest thing fascism right democrat controlling medium biden technically trying away election tried cheating either believe n hide,negative
1881,remove ex trump potus biden trying handle covid something killer purposely lied covered help obstructed n leave foolish sore loser anti american traitor integrity,negative
1882,direct proof cnn purposely avoided talking allegation sexual crime hunter biden,negative
1883,casper biden take office may,negative
1884,report trump not plan invite biden white house via,negative
1885,people idiot trump lost ml vote fraud found pitbull barr amongst many investigator court opined republican appointed judge stop cry whining lying try get behind country biden president,negative
1886,fi voted biden truly hate country need travel venezuela take look government shame middle class either not trump win scotus criminal found,negative
1887,biden accepted criminal blm antifa low life patriotic american never accept joe,negative
1888,yes one failure election fixed electing president elect joe biden however chat serious problensveith want refunding police hurt u voting booth congressional amp state position,negative
1889,free fair ct election brought overwhelming democratic majority legislature president elect biden fewer absentee ballot cast connecticut last month rejected record k voted,negative
1890,republican pres gut stand dem election cheating know go back day old mayor daly chicago good nasty cheater proud amazing lyin biden changed position thing,negative
1891,sad man million voted biden lost electoral college fraud cheating sore as loser,negative
1892,nothing false joe biden getting vote candidate history comprehend difference fact lie,negative
1893,would say dems around biden make loud noise not going trump federal criminal prosecution discourage pardon prosecute shit get office,negative
1894,reason republican vote pas around need senate run cuz fraud democrat rudy n biden plant republican,negative
1895,yeah not idiot know playing politics american suffer die u reluctantly voted biden america tread lightly swiftly democratsgetyoshittogether stimulusorcivilwar dncfigureitout,negative
1896,steven must feel cash cow threat biden hallelujah another christian fraudster feeling squeeze,negative
1897,perfectly juxtaposed trump historic defeat prof many crossed voted biden man modest comport people feel robbed say fuck feeling,negative
1898,real life question not obvious biden thousand time decent competent trump larger problem knowledge reason,negative
1899,video evidence forensic audit voting machine showing vote trump flipped biden conspiracy theory keep lying like,negative
1900,go right head stuck earth fear biden riddled fraud,negative
1901,leaked tape reveal cnn buried hunter biden laptop story via,negative
1902,n fauci working biden whole year speak language fool,negative
1903,need not pay attention pelosi use paytoplay suck back agenda done many time healthy amp already backed away biden hugely including neeratanden,negative
1904,biden ai n gon na adviser except prison guard,negative
1905,hula trump president n understand anyone believe biden win really including gop thousand local state federal people worked election certified accuracy lying,negative
1906,biden labor candidate oversaw fraudulent payment california prison inmate really expect honorable action democrat imho impo,negative
1907,biden xi bitch n read news vp,negative
1908,wake political prisoner real n nothing hoe biden got office people need understand meaning coin tell pro covert racism boogaloo boy not arrested patriot prefer er going,negative
1909,fraud trump simply lost biden better william barr even said voter concede already regardless january big day,negative
1910,centrist think black vote joe biden said n jim crow one kamala busser little girl debate would shoot leg not heart,negative
1911,trump backer including flynn edge toward call suspend constitution head biden taking office via,negative
1912,security footage going get people hurt show committing criminal conspiracy action know biden n win powerful pay crime,negative
1913,looking forward war biden going start next year,negative
1914,mortal sin knowingly give someone state sacrament publicly support abortion joe biden,negative
1915,joe biden old boring president,negative
1916,piece heartbreaking great everything know republican say come january st pivot saying suffering joe biden fault wish impending hypocrisy would called,negative
1917,biden name top economic adviser brian deese fight climate change job crisis,negative
1918,joe biden stop fetishization sour cream ask silly leader psc pro movement fuck,negative
1919,democrat n like constitution fraud late night biden ballot dump,negative
1920,tell truth bad biden,negative
1921,number right front screen total case u population death say believe science biden fauci not scientist disagree,negative
1922,prorodeo going pay mn hospital cost loss life due negligence biden lead mask follow,negative
1923,trump last ditch effort overturn result fail make dent biden victory,negative
1924,hard pas would rather let joe biden sniff hair,negative
1925,living denial deny biden clothes president reject,negative
1926,gop ga screwed point trump biden integrity election,negative
1927,joe biden asks dr fauci part covid response team trump go ballistic see yet another betrayal,negative
1928,president elect biden opportunity unite country many issue divisive american agree time fix broken political system add name tell make fighting corruption first priority,negative
1929,eu u interested not uk disrespect gfa supporting trump pm backed wrong man loser team biden wo n forget duplicitousness johnson also best,negative
1930,talk election fraud like remind suspicious democrat primary result united nation official said indicative story never exposed msnbc cnn abc mainstream medium biden v sander,negative
1931,djt f smiling drellenbrandt stopthesteal stopthecoup headline china publishes fake image australian soldier beheading afghan child really goat different msm printing airing faux prez biden fantasy administration pick,negative
1932,pet way lol voted biden get racist confused grow give,negative
1933,like trump rasing hell recount demand vote biden get,negative
1934,thing happened mi food truck w state license plate turned ballot biden envelope lockbox cardboard box suitcase plastic tote filled one mark vote,negative
1935,high standard self prescribing med doctor cnn would not call state wisconsin biden court rule absentee ballot accompanying written request doc,negative
1936,biden lost obvious,negative
1937,thomas frank trump evicted trumpism life roger bybee progressive november donald eviction white house thanks joe biden victory cause jubilation however much may fuss drag,negative
1938,tell partisan bad thing lot people know biden,negative
1939,bank bc ppl voted biden know unbelievable country hate tromp,negative
1940,still possibly week away believe biden group actually sue scotus reverse reversal gon na ugly complicated,negative
1941,admit n know detail case comment heard outrage total lack voter fraud evidence put forth potus acceptance biden president elect slap face american voter,negative
1942,biden eat shit,negative
1943,prophet lest forget biden electoral vote math n hard buddy lol,negative
1944,victim tarareade pushed aside amp kh problem attacking justice kavanaugh c blas ford fraudulent claim keep bench reade worked biden filed complaint believe woman pas,negative
1945,biden concede fraud trial,negative
1946,bejingbiden taking biden china bitch,negative
1947,hey let try experiment biden inaugurated president january would admit mistaken,negative
1948,biden ban ar style rifle federal buyback happens ignore order guess kinda people thinking,negative
1949,ca n wait biden take office really learn failed presidency lol,negative
1950,truly believe vote came biden legit delusional one fraud happens every year hillary flipped trump turned exposed state ppl need use logic,negative
1951,agree thanks calling harris endorse biden early never called either pull bernie hard right corporate drone probably worse trump yet one willing stand,negative
1952,question trump economy far better obama biden administration ruin,negative
1953,biden almost conservative trump racist certainly unprincipled already softer fraud,negative
1954,think old man high risk category self isolating not haranguing president joe biden warns covid death january via,negative
1955,long biden continues trump foreign policy ok iran hope turn political reality end nuclear disaster,negative
1956,yeah insanity trump love firing people biden happy let investigation law appointing lone rabid nutcase wo n change problem,negative
1957,cnn exec protect biden dismissing refusing pursue pedophilia via,negative
1958,cnn exec protect biden dismissing refusing pursue pedophilia via unbelievably despicable,negative
1959,tweet trump masterplan declare election fraud make promise wo nt keep amp discredit biden graham others remove ballot box ga mi pa ect loos claimimg dems responsible demand turned,negative
1960,biden paymaster may literally using slave pick cotton hey least got racist white house,negative
1961,director national intelligence john ratcliffe issue warning biden america biggest security threat,negative
1962,judge rule la county must show cause ban outdoor dining science joe biden amp democrat party ever studied political default fear control used fascist regime globalist supporter admire much,negative
1963,kim either gaslighted believing somehow biden bigger racist,negative
1964,hey nt sure abt electn bt think agree tht trump biden politicze deadly virus spring terrifd found non partisan conspiracy resrc drs made thing stay objective,negative
1965,heidi stirrup trump criminal hope joe biden pursues crime fullest,negative
1966,void biden n cheat zero proof stating word baseless since every court kicked b claim party turning bc tired covering corrupt as,negative
1967,week trump calling election rigged amp fraudulent come realise right evidence people voted completely unfathomable surely fake hand count increased biden lead milwaukee county,negative
1968,believe n attend biden event also member conservative church say mean old fashioned fashion probably homophobic racist,negative
1969,rep kelly parnell call scotus issue emergency order block biden win pennsylvania,negative
1970,truth strategy evident even biden plurality trump continues try steal imagine would like without huge turnout,negative
1971,biden look exhausted not even charge,negative
1972,bejing biden authority inauguration day trump president,negative
1973,cnn top exec deliberately refused cover hunter biden laptop scandal focused trump impeachment,negative
1974,ap frame like even possible trump subvert biden win would take actual election fraud voted month ago barr doj said cover federal corruption witnessing instead try gop propaganda,negative
1975,know going happen mcconnell hold senate try biden harris president obama paralysis partisan trench warfare obstructionism far eye see health crisis georgiavoteblue,negative
1976,tx illegal send watcher home keep counting want election without integrity oversight,negative
1977,eisenhower ghost haunt biden foreign policy team americaspentagon bigmoneyinterests via,negative
1978,water commission conveyance project panel discus imperial valley san diego pipeline biden get infrastructure deal done despite capitol hill gridlock oc district file massive lawsuit pfas contaminant cawater news,negative
1979,upside world trump campaign lawyer argues avoid debasement dilution vote nevada elector not allowed vote biden sound awful lot like debasing diluting,negative
1980,biden dementia,negative
1981,nearly million voted joe biden amp harris fact worked hard get vote effort paid trump lawsuit failing even judge appointee liar fact,negative
1982,bad biden wo n see day white house,negative
1983,refuse biden wear one cell block say ask everyone face mask day via,negative
1984,unaware biden rapper said neo liberal center right wing people n good counter culture stuff,negative
1985,know going happen mcconnell hold senate try biden harris president obama paralysis partisan trench warfare obstructionism far eye see health crisis georgiavoteblue,negative
1986,got ta say neighbor ga fu k biden true leader amp president bullshit hell going georgia,negative
1987,oh yea bro emotion uncontrollable rate cause biden cheated win election imagine bad supporter gone act get exposed ai n standing nowhere rioting protesting,negative
1988,know little selfish n want peg die covid would final let worry voter fraud trump fix four year believe biden orchestrated basement asleep awesome job,negative
1989,wrong trump idiot racist orange guy stupid thing lie think biden try bad,negative
1990,wonder one listening legacy medium anymore coverage biden weak sock last week shoe next anyone care,negative
1991,quidjoequo biden snickering behind mask fraud inclusive organization obama,negative
1992,actually think people died n wear mask biden touch mask every second adjust cough hand everything including contaminated surgery touch face,negative
1993,not seeing president elect biden bullshit,negative
1994,dude say wo n get vaccime tested negative time also said biden get office covid disappear,negative
1995,special report inside joe biden corruption scandal social med,negative
1996,rush n biden win care trump walk case legal battle,negative
1997,know going happen mcconnell hold senate try biden harris president obama paralysis partisan trench warfare obstructionism far eye see health crisis georgiavoteblue,negative
1998,hm biden racist forgive right,negative
1999,know going happen mcconnell hold senate try biden harris president obama paralysis partisan trench warfare obstructionism far eye see health crisis georgiavoteblue,negative
2000,william barr made big announcement criminal probe bad news joe biden,negative
2001,shame mr sander payment drop election truly made ignorant believe n greater platform biden fake medium referred fooled never would deceive country,negative
2002,wikipedia page biden new covid czar scrubbed politically damaging material politico,negative
2003,deep state candidate joe biden asking member bill dominion barr prosecute election fraud like cover hunter laptop need special counsel,negative
2004,wear little possible screw biden,negative
2005,unfortunately may late become political folk think election rigged biden illegitimate n going listen thing say would put past exact opposite worse said,negative
2006,krupka biden ca nt shit mitch control,negative
2007,really hoping wrong joe biden,negative
2008,wisconsin supreme court refused hear donald trump lawsuit attempting overturn loss joe biden battleground state sidestepping decision merit claim,negative
2009,obama biden reign terror friend w company complained numerous inspection agency followed excessive regulation amp fee high day comply hire people whose sole job keep top changing,negative
2010,bullshit would biden china administration handled oh yeah kamala going bend roll far,negative
2011,economist saying joe biden stimulus proposal would prevent another economic collapse mitch mcconnell austerity measure retain control senate imperil economy imperative defeat david perdue kelly loeffler,negative
2012,novel per announcement billion fraudulent vote counted joe biden,negative
2013,not yet know probably hiding biden basement bottle jack,negative
2014,obama biden reign terror friend w company complained numerous inspection agency followed excessive regulation amp fee high day comply hire people whose sole job keep top changing,negative
2015,hey dumbass democrat reason big tech ran interference biden dems want outsource job china h b visa holder facebook facing dept justice lawsuit would paid american son daughter salary,negative
2016,biden doj fbi need aggressive pursuing flaunted law not unlike went k,negative
2017,bad joe biden n popular lmao,negative
2018,kraken coming little trump take evidence medium not publish video audio bank receipt illegal mail transport threat biden fraud caught fell swamp fall one imprisoned complicit tv cnn,negative
2019,real reason stopped counting,negative
2020,posted two editorial people felt election accurate not compromised enough recount dispute joe biden considered president elect inaugurated without incident january,negative
2021,mr biden not president elect please correct bio,negative
2022,stealing vote credit joe biden,negative
2023,iran reject biden term reviving nuclear deal,negative
2024,wo n effect piece shit holiday californian voted well biden self inflicted misery ask,negative
2025,accurate representation biden america masked blinded amp smothered,negative
2026,storm coming jazz know never happen january president biden vice harris blame de democrat go give another grifter chief,negative
2027,biggest loser ever give lost joe biden people nt want president anymore fake run lose time trump name shit,negative
2028,whole damn election fraud started oct biden admitted u n prepared pandemic month later middle total set fraudulent mail vote not stupid,negative
2029,must remain office leave allow country come foreign control happen biden would break oath cast u civil war wewillnotberuled stand gap sir,negative
2030,melchiades account temporarily unavailable violates twitter medium policy learn,negative
2031,oh ronnie sad nt figured wrong side history go one cultist biden trump toast,negative
2032,bet biden n even know cheated really standing go two neuron left one sniffing groping,negative
2033,said worry obliterating republican party democrat superb job empowering joe biden idiot,negative
2034,chance killed car would n drive math hard,negative
2035,biden dilemma military civilian control department defense via,negative
2036,nice deflection attempt taking china know evil country biden sold openly stated destroy u,negative
2037,westchester would imagine biden weakness nonwhite voter led underperformance,negative
2038,biden covid supply commander bad medicine bradley thomas,negative
2039,fakhrizadeh assassination mohsen make harder joe biden bring washington tehran new understanding,negative
2040,n think little bit reason behave way know biden wo make list start planning punishment decent mature person butt hurt bad behavior focus job,negative
2041,maybe listen video sent biden admitting fraud never hear,negative
2042,kindly biden amp harris priority reunite family hold trump administration accountable also term compensation devastation life long trauma inflicted child set task force,negative
2043,polling spot nascar garage fbi woulda acted swiftly trump would able continue greatness cnn bankrupt libs move china amp biden still broken foot wrestling dog hunter jail cell,negative
2044,talk tried make trump look built biden frail trump thigh think irl dump truck n line,negative
2045,count legal vote biden win trump loses fraud pollworkers scanning bar code identifier x dead people n rise halloween vote blue lost move like told u among thing clinton popular,negative
2046,offensive would never fully support joe biden,negative
2047,biden smart amp dr fauci voice reason madness trump admin,negative
2048,biden trump eviction american people demand tenant protection nationwide easy rent property,negative
2049,biden also spoke depth strategy connect rural american become estranged democratic party thomas l friedman nyt badly needed gop done fantastic job making america poorer time,negative
2050,last week medium talking biden sock shoe real hard hitting journalism,negative
2051,show many black people play dumb racism accept biden covert not overt like trump still expect something,negative
2052,marcus n seen accusing biden least not reliable source picture even video altered lot distorted information believe trump say maybe denial,negative
2053,hey democrat feeling integrity since former vice president biden involved biggest corruption voter fraud country ever seen agree percent pathetic,negative
2054,requirement utter failure everyone hate considered biden cabinet hell even put garcetti keep tightly held secret,negative
2055,disappointing amendment would withheld secdef travel fund troop deployment level publicly posted failed biden reverse trump policy keeping u dark iraq syria afg,negative
2056,weirdo alleging van marked biden harris logo thing ballot innuendo mine,negative
2057,president elect biden opportunity unite country many issue divisive american agree time fix broken political system add name tell make fighting corruption first priority,negative
2058,joe biden not win election n worry m tanden,negative
2059,ga boosh game changer biden plan ban noncompete poaching clause,negative
2060,boy joe biden imaginary cabinet rude awakening january th maybe attend inauguration donald j trump not,negative
2061,obama control doj block world watched election night ballot count halted swing state trump following day counting resumed massive number ballot biden dumped nothing see move along,negative
2062,biden n even office yet wtf,negative
2063,lie deceit aiding abetting electoral crime cover problem not trump legitimacy biden win buried objective data emerging information state render victory le plausible bidencheated,negative
2064,president elect biden not vice stop trump propaganda,negative
2065,might fall apart considering biden well actually obama blm mb soros pick cabinet pro bd anti semite american,negative
2066,cnn exec protect biden dismissing refusing pursue pedophilia via,negative
2067,check short piece npr idaho president elect joe biden policy could impact lower snake river native tribe,negative
2068,biden harris president kind crap wo n happen,negative
2069,wisconsin supreme court refused hear president trump election lawsuit likely dooming effort subvert democrat joe biden win battleground state associated press,negative
2070,draino must looking wrong place many people coming forward sworn affidavit describing saw pennsylvania ballot snuck back door biden ticket military lot look,negative
2071,thing disputed widespread election fraud not dispute fact reporter presented proof wrongdoing biden legally elected president,negative
2072,stopped biden becomes president try sir,negative
2073,joe biden not president elect fraud cheater,negative
2074,reckon democrat biden fighting hide fraud evidence,negative
2075,biden denied communion past dove show yesterday listen back podcast,negative
2076,trump backer including flynn edge toward call suspend constitution head biden taking office via,negative
2077,blocking claim biden administration not x january looking forward n exist yet,negative
2078,joe biden president cancel covid u nt get plastic heart tour ill fight,negative
2079,anyone heard joe biden wanted ukraine class felony n fit president,negative
2080,long little year harris biden accomplished done drone strike filling prison crime ball tell u,negative
2081,turn n cool aid ot covid somehow voted biden,negative
2082,mean florida really exception biden not well sign would happen rest country,negative
2083,n lost biden lot voter fraud explain nitwit,negative
2084,julie fraud feel not prove people think biden love cheater liar metric trump cheated wife made career lying logically inconsistent agree dw excel hiding edu,negative
2085,say president elect biden stepping trump suppose especially regarding terrible pandemic open eye focus,negative
2086,georgia voter moscowmitch gave trillion tax cut corporation fed spent buying corporate bond prop stock market senate control mitchthegrinch stop biden spending needed save million american ruin due covid,negative
2087,fraud american went bed thinking trump woke biden,negative
2088,r u p w n hrc fbi cia mueller comey pelosi schumer dems establishment deep state massive election fraud biden trump,negative
2089,thank information sad wait biden inauguration start getting control pandemic,negative
2090,durham end finding crime trump committed would n win biden,negative
2091,wikipedia page biden new covid czar scrubbed politically damaging material via,negative
2092,confused trump supporter not talking biden implied prolifers responsible death thousand ignoring irresponsible action hundred liberal,negative
2093,told loerffler perdue get duff earn vote not act like biden left think owed,negative
2094,biden destroy everything country world giant mess everyone begging president trump come back,negative
2095,pedophile joementia biden may end white house silent majority longer enough demonicrat socialist amp time rise rid nation progressive liberal parasite trump president,negative
2096,agree n trumpster needed vote biden not election well really like b c enough make point going mistake voted trump,negative
2097,hard evidence voting machine actually flip vote trump biden according real america voice machine prove used ware county georgia,negative
2098,not r biden supporter blind rage hatred trump bidens senile brain seems zombie like contagious jumping amp affecting denial ocean sahara take note supporter meltdown sworn back,negative
2099,nope not call biden president accepted obama cheating n blatant knew given election much joe elect reject,negative
2100,dems woke yet party lying year obama hillary biden winning popular vote sham hoax treasonous coup,negative
2101,like iraqi war transitioned bush obama stop reporting death toll transition biden magic,negative
2102,biden harris gon na get much praise mundane shit next year nothing significant,negative
2103,memo loser trump whiny little bitch supporter biden president january th book,negative
2104,biden tried attack voter suppression gerrymandering repugs would say lost get,negative
2105,video devil went georgia biden cheated,negative
2106,biden call day seatbelt wearing see silly think mask constitutional infringement,negative
2107,literally fact chosen biden,negative
2108,october biden said not ready pandemic,negative
2109,richardson geography aside find hard believe would go trouble not decency bring hunter biden laptop time,negative
2110,sale america china bidens make million open border not really care first agenda biden lt let forget soros lmao,negative
2111,breaking arizona state rep issue call withhold electoral college vote joe biden due significant evidence fraud via,negative
2112,quench yes absolutely valid contract unless article right biden still walk away given clear notice went ahead would hard argue specific performance damage rescinded two week entry,negative
2113,thank biden vaccine diaperdon going federal prison soon,negative
2114,m vp elect harris sworn january also become president senate use constitutional authority deny mitch mcconnell power obstruct biden agenda,negative
2115,ca n even fact check properly pathetic organisation labelled post regarding email sent neera tandem biden appointee election,negative
2116,china take word not place would want except biden course pay got paid still live america,negative
2117,waldron know get amp corrupt dominion machine fact communicating covert cia facility frankfurt fake vote suddenly appeared nowhere biden built manipulated,negative
2118,joe biden said put together think extensive inclusive voter fraud organization history american politics,negative
2119,resigned yet interfering election felony moscowmitch n care sure joe biden doj,negative
2120,fuck biden not voting ever broken system,negative
2121,understand not like going change country overnight white people voted trump biden anyway,negative
2122,biden need fire every person trump ever hired one,negative
2123,yet biden still president refund,negative
2124,reading biden medical assessment seems fine need worry,negative
2125,hyer bahahah biden could not win election pee wee herman get people rally covid biggest attempted fraud lost got caught trying cheat complete embarrassment usa,negative
2126,like fascist dictator trump love vote count ignored amp invalidated unfortunately citizen voted biden rejection hate racism base need accept majority vote,negative
2127,know hate looking biden,negative
2128,not surprise since crow hoe biden selected mean elected happened wait n arrest shoot kill like every armed unarmed black man legal sending message,negative
2129,new podcast alert trump issue fire sale alaska wilderness anything biden,negative
2130,people vicious saw kind illegal behavior michigan election witness say ballot drop biden speaks video,negative
2131,since new stimulus package wo nt give u american hurting money check say cancel shit wait joe biden get office need,negative
2132,issm peabody read book promise dad really wanted clinton campaign started getting worried took staff stuff obama not encouraging also dropped oppo piece saying biden using son death political gain,negative
2133,breaking arizona state rep issue call withhold electoral college vote joe biden due significant evidence fraud via,negative
2134,biden going prison not white house,negative
2135,president failed leadership help biden administration way,negative
2136,breaking joe biden say ask everyone wear mask day despite mask health risk public asking concede already amp stop pretending election guy really think going allow steal presidency,negative
2137,donald trump foreign policy leaf behind destruction opportunity joe biden,negative
2138,yeah bro fake ballot boring tabulator hooked internet kicking poll watcher still counting vote went towards biden not even democrat ballot lot proof shown court,negative
2139,jordan think biden thought talking dr dick tapper yes real name need get back hiding,negative
2140,indian american vivek murthy jeff zients joe biden pick lead covid fight,negative
2141,never happen cuz wo n biden administration fired soon good,negative
2142,trump disappointing leadership help way form biden,negative
2143,not election biden caused crazy antic donald trump consumer amp business scared land mind planted really hate america instead wishing well want blow,negative
2144,hell would know trump biden without opening one come,negative
2145,free fair election republican lot place lost presidency stop joe biden president house close slight edge democrat senate razor thin ga decide,negative
2146,trump go history mad president started civil war rather admit defeat biden winner,negative
2147,barack obama insult every african american man voted donald trump via flake trying close election biden afraid shown involved leader coop crooked,negative
2148,biden obliged end trade war china sooner global time ccp state news mouthpiece give tariff guidance beijingbiden,negative
2149,woman absolutely insane shit feel different betsy devos became secretary education nothing fundamentally change biden administration,negative
2150,local radio reported today unverified video could ballot trump president elect biden flooding social medium word mess,negative
2151,sheer insanity would biden start administration picking fight rahm emmanuel become hill die,negative
2152,go show hypocritical biden r dark time,negative
2153,biden team nervous happening court jordan sekulow newsmax via,negative
2154,could biden team move house horror better set big tent,negative
2155,know biden racist towards black right cuz kamala n,negative
2156,breaking president elect biden call day mask inauguration showcasing patriot protect american life selfish entitled bastard care,negative
2157,today menagerie newsletter lead chinese firm seeking backup plan u legislation put listing doubt u security official warning agent already targeting incoming biden administration,negative
2158,horse shit biden fraud faggitt,negative
2159,n bring kind lawsuit unless evidence make claim biden attorney hamilton trump case,negative
2160,not great long biden give greatness away idiot obama,negative
2161,guarantee proven fraud joe biden not president idiot street rioting,negative
2162,freudian slip office biden resign asap know sworn,negative
2163,ai n finished yet several week trump zero biden awful trouble trying get supporter right thing massive toll,negative
2164,bidens biggest piece legislation ever pushed incarcerated black history lefty ignore video biden talking racial jungle yet still bitch trump grabbing pussy video left mental gymnastics amp tunnel vision amaze,negative
2165,video evidence sworn testimony ballot self biden admitting committing fraud need nothing going convince n enough brain cell,negative
2166,elect warnock amp ossoff georgia senator flip senate blue end mitch majority leader biden make progress spite dt dejoy committing fraud gerrymandering rico violation voter suppression indict purdue loeffler runoff,negative
2167,country borrowed insane amount money china payback time great idea starting trade war hand feed trump confuses making think stock market equal economy unfortunately biden,negative
2168,crazy think biden really got million vote,negative
2169,biden amp co thought clever people dumb enough would get away forgot founding father true genius left remedy every eventuality walk u caught cheating must happen,negative
2170,lol fraud like forgotten biden never president cheated simple disqualified end story,negative
2171,katyal think could wrong since new sc part doj not outside overturned biden take,negative
2172,good idea leadership think different would today trump told american wear mask amp worn one instead criminal callous indifference biden say ask first day potus,negative
2173,mcgovern hse dems handing control chamber republican would negate american people block biden administration ambitious agenda continue president trump disastrous policy long gone,negative
2174,nt saying biden nothing know alot regret using guy terminology matter better president trump trumpers disagree understand considering kind person,negative
2175,biden kamala right weighing want go history despicable candidate ever office would working cloud disgust america knowing cheated way door,negative
2176,putin not connected biden election time social network provided measure fake news campaign,negative
2177,watched rally biden arrested corruption,negative
2178,one neighbor stopped ask dad amp told biden stole election magas threatened scared ppl said boo never seen maga life always see screaming fighting,negative
2179,people lol qanon length frequency fart clear signal joe biden replaced body double real arrested detained cia black site,negative
2180,president trump not win republican majority senate hold biden harris bay another way look,negative
2181,nominated biden hence middle left crushing rout senator sander argument n stand regarding super secret progressive nature five year different story,negative
2182,proud black woman say agenda incoming administration back hell biden fool naacp consider give time make choice,negative
2183,anything else biden talk besides covid sick hearing distance wash hand get usa back track,negative
2184,wish president would not motivated left vote know taken different approach biden lost ton regulation high tax maybe lashing stoking fire helped loose mr,negative
2185,dad writing dystopic fiction post trump election defeat biden portending matrix pov brother sending treatment animated series idea,negative
2186,nothing see either fraud boy biden voted,negative
2187,first biden scandal lol made edits wikipedia page got em big alex,negative
2188,fucking serious boy hiding biden vote spiked much liberal coolaid wind,negative
2189,simply worst piece read mr biden jump back nuclear deal quickly would mean lifting sharpest sanction giving much leverage use wring iran,negative
2190,latte exactly expected glad trump furious biden,negative
2191,jordan thing fauci got wrong thought trump team everything biden ca n even find medical advisor,negative
2192,awol always deep state agent biden camp,negative
2193,still waiting explanation vote count swing state stopped almost time resume massive dump biden,negative
2194,proven show u evidence get lost mail tucker dirt hunter biden,negative
2195,also show evidence said fraud come stupid remark must talking biden,negative
2196,tweet disappear biden omb nominee neera tanden twitter feed story breaking news watch plutotv dish roku apple tv firetv,negative
2197,forced go big trump destroying biden n lead may not caught,negative
2198,dark cloud cover sun time evil god not thing american election truth joe biden good overcame must vigilant keep liar grifter,negative
2199,obvious plan build hysteria bug u biden day stop bogus hail hero say see told,negative
2200,biden virus except hiding basement,negative
2201,odd way looking thing trump aoc joseph robinette biden jr kamala devi harris n hard,negative
2202,macchia support military take government place trump power denying president elect joe biden swearing real question,negative
2203,biden going ask day mask day inaugurated fuck not president ever,negative
2204,lol vaccine kill biden,negative
2205,ooh racism guy n make name lot thing criticize joe making idiotic think native american call biden not one,negative
2206,poll stop lying million plus voted biden,negative
2207,election total biden disputed,negative
2208,shiva frank luntz independent last debate included black black life matter mom fear son voting trump republican precinct voted biden took hispanic america,negative
2209,biden never president neither kamala thank god,negative
2210,joe biden lead nationwide million vote loser trump,negative
2211,wanaoni republican know fraud get life enjoy biden inauguration,negative
2212,et thought biden would lose later called arizona michigan,negative
2213,december rd still n sure joe biden election least tell u waiting electoral college vote instead stock reply sad reputable site gambling,negative
2214,herridge vp biden crime family sold america china others get paid,negative
2215,found several article state ap fox called az biden poll closed couple suggested happened many hour murdoch perhaps vindictive trump criticized know,negative
2216,true dead people voted biden come,negative
2217,nonsense senile man biden n know diddly especially science,negative
2218,thing biden not support,negative
2219,lawsuit seek wayne county election audit elector cast vote biden,negative
2220,grant hell secures biden victory people stayed dems explain,negative
2221,democrat cheating trying election disgrace not continue hundred affidavit witness biden n win thing even campaign stopthesteai,negative
