,Text,Raw tokens,Token length,Tokenized,NLTK ref sentiment,roberta_labeled
417,"Great news? We've been wearing them since March, how did that work out? It's all bullshit and he knows it! F Biden! ","['Great', 'news', '?', 'We', ""'ve"", 'wearing', 'since', 'March', ',', 'work', '?', 'It', ""'s"", 'bullshit', 'knows', '!', 'F', 'Biden', '!']",19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 923, 126, 8, 45, 111, 229, 179, 1527, 3, 170, 8, 30, 5, 1048, 289, 4, 864, 2, 4]",0.3058,0.0
418,Joe Biden will personally lobby for Unicode to remove the globe emoji ,"['Joe', 'Biden', 'personally', 'lobby', 'Unicode', 'remove', 'globe', 'emoji']",8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 1055, 3864, 3865, 950, 3866, 3867]",0.0258,2.0
419,Pentagon blocks visits to military spy agencies by Biden transition team #thebeat #reidout #inners #maddow website_name ,"['Pentagon', 'blocks', 'visits', 'military', 'spy', 'agencies', 'Biden', 'transition', 'team', '#', 'thebeat', '#', 'reidout', '#', 'inners', '#', 'maddow', 'website_name']",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 518, 771, 772, 519, 657, 682, 2, 262, 75, 11, 3868, 11, 3869, 11, 3870, 11, 3871, 6]",-0.2263,2.0
420,President-elect Joe Biden will ask Americans to wear a mask for the first 100 days of his presidency website_name ,"['President-elect', 'Joe', 'Biden', 'ask', 'Americans', 'wear', 'mask', 'first', '100', 'days', 'presidency', 'website_name']",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 12, 2, 52, 32, 42, 108, 38, 23, 28, 256, 6]",0.0,2.0
421,we have not yet begun to stupid... Biden is going to be hamstrung without a cabinet ,"['yet', 'begun', 'stupid', '...', 'Biden', 'going', 'hamstrung', 'without', 'cabinet']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 346, 3872, 625, 17, 2, 37, 3873, 386, 520]",0.0,0.0
422,Col. Phil Waldron Tells Michigan Lawmakers Truckloads of Ballots for Joe Biden Were Inserted into the 2020 Election website_name via ,"['Col.', 'Phil', 'Waldron', 'Tells', 'Michigan', 'Lawmakers', 'Truckloads', 'Ballots', 'Joe', 'Biden', 'Were', 'Inserted', '2020', 'Election', 'website_name', 'via']",16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2180, 2181, 2182, 2183, 938, 2184, 2185, 458, 12, 2, 878, 2186, 211, 175, 6, 56]",0.0,2.0
423,Thanks to President Elect BIDEN! ,"['Thanks', 'President', 'Elect', 'BIDEN', '!']",5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 15, 221, 35, 4]",0.4926,1.0
424,"You going to finish this story? Or nah? Are you going to mention why she held out? Are you going to mention why Biden/Harris being elected might signal a new approach to the problem that republicans are cruel, racist and obstructionist? ","['You', 'going', 'finish', 'story', '?', 'Or', 'nah', '?', 'Are', 'going', 'mention', 'held', '?', 'Are', 'going', 'mention', 'Biden/Harris', 'elected', 'might', 'signal', 'new', 'approach', 'problem', 'republicans', 'cruel', ',', 'racist', 'obstructionist', '?']",29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 37, 1528, 357, 8, 286, 3874, 8, 574, 37, 1168, 2187, 8, 574, 37, 1168, 163, 122, 321, 2188, 103, 1529, 670, 753, 1437, 3, 1368, 3875, 8]",-0.9163,0.0
425,Anthony told Biden to Fauci off ,"['Anthony', 'told', 'Biden', 'Fauci']",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 213, 2, 57]",0.0,2.0
426,US House Financial Services Chair Waters Recommends Joe Biden Rescind OCC Crypto Guidance: House Financial Services Chair Maxine Waters told President-elect Joe Biden to undo the OCC's crypto guidance after he takes office… website_name #Policyregulation #News #OCC website_name ,"['US', 'House', 'Financial', 'Services', 'Chair', 'Waters', 'Recommends', 'Joe', 'Biden', 'Rescind', 'OCC', 'Crypto', 'Guidance', ':', 'House', 'Financial', 'Services', 'Chair', 'Maxine', 'Waters', 'told', 'President-elect', 'Joe', 'Biden', 'undo', 'OCC', ""'s"", 'crypto', 'guidance', 'takes', 'office…', 'website_name', '#', 'Policyregulation', '#', 'News', '#', 'OCC', 'website_name']",39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 209, 926, 1173, 1174, 1175, 1516, 12, 2, 1517, 943, 1518, 1519, 13, 209, 926, 1173, 1174, 3876, 1175, 213, 68, 12, 2, 2189, 943, 5, 3877, 3878, 244, 3879, 6, 11, 3880, 11, 267, 11, 943, 6]",0.2263,2.0
427,"Biden should do whatever it takes to break those leases and he should make it clear now, so any bidders can be forewarned. Drilling in the arctic is not in the national interest. ","['Biden', 'whatever', 'takes', 'break', 'leases', 'make', 'clear', ',', 'bidders', 'forewarned', '.', 'Drilling', 'arctic', 'national', 'interest', '.']",16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1530, 244, 1022, 3881, 89, 576, 3, 3882, 3883, 1, 2190, 3884, 922, 1367, 1]",0.6808,0.0
428,The only thing Biden has done ia steal. He has not done anything for a vaccine. ,"['The', 'thing', 'Biden', 'done', 'ia', 'steal', '.', 'He', 'done', 'anything', 'vaccine', '.']",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 174, 2, 225, 3885, 789, 1, 27, 225, 253, 100, 1]",-0.4939,0.0
429,Mean they are right we don't like Biden but trumps killing people sooooo. Imma go with the guy that didn't publicly tell his followers to shoot peacefully protests or threaten to send the military in on peaceful protests... or doesn't call COVID the “China virus” ,"['Mean', 'right', ""n't"", 'like', 'Biden', 'trumps', 'killing', 'people', 'sooooo', '.', 'Imma', 'go', 'guy', ""n't"", 'publicly', 'tell', 'followers', 'shoot', 'peacefully', 'protests', 'threaten', 'send', 'military', 'peaceful', 'protests', '...', ""n't"", 'call', 'COVID', '“', 'China', 'virus', '”']",33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3886, 77, 9, 21, 2, 2191, 1531, 20, 3887, 1, 3888, 119, 378, 9, 1186, 292, 904, 3889, 3890, 1532, 3891, 1185, 519, 2192, 1532, 17, 9, 97, 305, 39, 91, 388, 40]",-0.7653,0.0
430,"Hmm.....Who would have thought that this was the plan? 🙋‍♀️.....Biden Admits Harris Is Running the Show, Says He'll Resign if They Ever Disagree via website_name ","['Hmm', '.....', 'Who', 'would', 'thought', 'plan', '?', '🙋\u200d♀️', '.....', 'Biden', 'Admits', 'Harris', 'Is', 'Running', 'Show', ',', 'Says', 'He', ""'ll"", 'Resign', 'They', 'Ever', 'Disagree', 'via', 'website_name']",25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3892, 494, 299, 16, 238, 146, 8, 3893, 494, 2, 2193, 83, 327, 3894, 3895, 3, 561, 27, 104, 1533, 73, 951, 3896, 56, 6]",-0.4215,2.0
431,I just want to know if you are still gonna deny the Biden win if that video “evidence” is never shared in court by 45's amazing legal team. ,"['I', 'want', 'know', 'still', 'gon', 'na', 'deny', 'Biden', 'win', 'video', '“', 'evidence', '”', 'never', 'shared', 'court', '45', ""'s"", 'amazing', 'legal', 'team', '.']",22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 66, 31, 65, 291, 220, 2194, 2, 64, 206, 39, 117, 40, 115, 1534, 375, 863, 5, 2195, 590, 75, 1]",0.7153,0.0
432,"Maybe they're all DC insiders, but if at least one of the Republicans wins Biden and Pelosi will have to compromise with Mitch McConnell. If both Dems win, Schumer, Pelosi and Biden will have a clear field to do whatever the Hell they want. ","['Maybe', ""'re"", 'DC', 'insiders', ',', 'least', 'one', 'Republicans', 'wins', 'Biden', 'Pelosi', 'compromise', 'Mitch', 'McConnell', '.', 'If', 'Dems', 'win', ',', 'Schumer', ',', 'Pelosi', 'Biden', 'clear', 'field', 'whatever', 'Hell', 'want', '.']",29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 347, 69, 3897, 3898, 3, 521, 49, 201, 191, 2, 272, 3899, 683, 197, 1, 54, 288, 64, 3, 952, 3, 272, 2, 576, 3900, 1530, 1535, 66, 1]",0.8271,2.0
433,Thnx to BIDEN ,"['Thnx', 'BIDEN']",2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3901, 35]",0.0,1.0
434,election stolen in 2020 Yes I support Trump No Biden is not my President! ,"['election', 'stolen', '2020', 'Yes', 'I', 'support', 'Trump', 'No', 'Biden', 'President', '!']",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 1006, 211, 156, 7, 190, 10, 93, 2, 15, 4]",-0.0752,2.0
435,Really Barbara? That's the most disparaging thing you can say about Joe Biden today? I didn't read your Tweet about #MLKMitch. remember him? The leader of Civil Rights! I wonder who else is going to try and rebrand themselves? Check it out after your nap.. ,"['Really', 'Barbara', '?', 'That', ""'s"", 'disparaging', 'thing', 'say', 'Joe', 'Biden', 'today', '?', 'I', ""n't"", 'read', 'Tweet', '#', 'MLKMitch', '.', 'remember', '?', 'The', 'leader', 'Civil', 'Rights', '!', 'I', 'wonder', 'else', 'going', 'try', 'rebrand', '?', 'Check', 'nap', '..']",36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 953, 3902, 8, 59, 5, 2196, 174, 63, 12, 2, 460, 8, 7, 9, 450, 2197, 11, 3903, 1, 914, 8, 14, 278, 1810, 1811, 4, 7, 492, 579, 37, 768, 3904, 8, 1536, 3905, 102]",-0.6951,0.0
436,Biden better not try to be mr. Both sides on this move. Clean house. ,"['Biden', 'better', 'try', 'mr', '.', 'Both', 'sides', 'move', '.', 'Clean', 'house', '.']",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 142, 768, 3906, 1, 3907, 1039, 417, 1, 3908, 360, 1]",0.6808,2.0
437,Trump thanks Republican congressman who'll challenge Biden victory website_name ,"['Trump', 'thanks', 'Republican', 'congressman', ""'ll"", 'challenge', 'Biden', 'victory', 'website_name']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 404, 184, 3909, 104, 916, 2, 273, 6]",0.4939,1.0
438,"Biden thanks you He wasn't going to take credit, but since you brought it up... ","['Biden', 'thanks', 'He', ""n't"", 'going', 'take', 'credit', ',', 'since', 'brought', '...']",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 404, 27, 9, 37, 81, 252, 3, 179, 884, 17]",0.4118,2.0
439,Jake must be happy. Why is Fauci enabling Biden. He must be investigated. ,"['Jake', 'must', 'happy', '.', 'Why', 'Fauci', 'enabling', 'Biden', '.', 'He', 'must', 'investigated', '.']",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 408, 196, 1537, 1, 237, 57, 3910, 2, 1, 27, 196, 1538, 1]",0.5719,0.0
440,CNN Exclusive: Biden says he will ask Americans to wear masks for the first 100 days he's in office website_name ,"['CNN', 'Exclusive', ':', 'Biden', 'says', 'ask', 'Americans', 'wear', 'masks', 'first', '100', 'days', ""'s"", 'office', 'website_name']",15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 296, 13, 2, 44, 52, 32, 42, 43, 38, 23, 28, 5, 48, 6]",0.128,2.0
441,"Biden + Kamala right now are weighing if they wants to go down in history as the most despicable candidates in history. If ever in office they would be working under a cloud of disgust by America, knowing how they cheated their way through the door. website_name ","['Biden', '+', 'Kamala', 'right', 'weighing', 'wants', 'go', 'history', 'despicable', 'candidates', 'history', '.', 'If', 'ever', 'office', 'would', 'working', 'cloud', 'disgust', 'America', ',', 'knowing', 'cheated', 'way', 'door', '.', 'website_name']",27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3911, 180, 77, 3912, 154, 119, 232, 2198, 820, 232, 1, 54, 199, 48, 16, 348, 3913, 3914, 110, 3, 2199, 303, 86, 1082, 1, 6]",-0.802,0.0
442,"President-elect Joe Biden is predicting a “bleak future” if Congress doesn't take speedy action on a coronavirus aid bill, amid a nationwide spike in the virus that's hampering the nation's recovery. website_name ","['President-elect', 'Joe', 'Biden', 'predicting', '“', 'bleak', 'future', '”', 'Congress', ""n't"", 'take', 'speedy', 'action', 'coronavirus', 'aid', 'bill', ',', 'amid', 'nationwide', 'spike', 'virus', ""'s"", 'hampering', 'nation', ""'s"", 'recovery', '.', 'website_name']",28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 12, 2, 1032, 39, 1033, 309, 40, 173, 9, 81, 1310, 432, 263, 614, 545, 3, 834, 615, 1034, 388, 5, 1311, 603, 5, 616, 1, 6]",0.0,0.0
443,Something doesn't make sense to me Suppose 10 Biden ballots are “run through” 10 times = 100 Biden votes. 10 ballots = 100 votes... Wouldn't a hand “recount” reveal 10 ballots? and 90 votes illegally / improperly cast? ,"['Something', ""n't"", 'make', 'sense', 'Suppose', '10', 'Biden', 'ballots', '“', 'run', '”', '10', 'times', '=', '100', 'Biden', 'votes', '.', '10', 'ballots', '=', '100', 'votes', '...', 'Would', ""n't"", 'hand', '“', 'recount', '”', 'reveal', '10', 'ballots', '?', '90', 'votes', 'illegally', '/', 'improperly', 'cast', '?']",41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2200, 9, 89, 512, 3915, 591, 2, 96, 39, 724, 40, 591, 407, 1010, 23, 2, 29, 1, 591, 96, 1010, 23, 29, 17, 714, 9, 449, 39, 453, 40, 2201, 591, 96, 8, 3916, 29, 1296, 818, 3917, 707, 8]",-0.4567,0.0
445,"If you want people who defy the odds, look to dead people who overcame death to vote for biden. ","['If', 'want', 'people', 'defy', 'odds', ',', 'look', 'dead', 'people', 'overcame', 'death', 'vote', 'biden', '.']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 66, 20, 3921, 3922, 3, 274, 794, 20, 3923, 736, 58, 46, 1]",-0.836,2.0
446,"So far President Elect's Biden's cabinet picks has resulted in Republican objections to one nominee who tweeted mean things about some Republican politicians. Oh, the shock of such a thing! Times change and they have the nerve to call us snowflakes. Lol! ","['So', 'far', 'President', 'Elect', ""'s"", 'Biden', ""'s"", 'cabinet', 'picks', 'resulted', 'Republican', 'objections', 'one', 'nominee', 'tweeted', 'mean', 'things', 'Republican', 'politicians', '.', 'Oh', ',', 'shock', 'thing', '!', 'Times', 'change', 'nerve', 'call', 'us', 'snowflakes', '.', 'Lol', '!']",34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 592, 15, 221, 5, 2, 5, 520, 684, 3924, 184, 3925, 49, 954, 2118, 224, 294, 184, 2103, 1, 287, 3, 3926, 174, 4, 2205, 218, 1866, 97, 90, 3927, 1, 955, 4]",0.1984,0.0
447,"The braindead voters voted for Trump, not Biden... ","['The', 'braindead', 'voters', 'voted', 'Trump', ',', 'Biden', '...']",8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3928, 165, 72, 10, 3, 2, 17]",0.0,0.0
448,"I agree ! If Biden gets in the Whitehouse ..that means that there isn't any honestly and nor a care about truth or justice in this country ! There won't be the USA I grew up loving ! It's so sad that ,as soon as there was proof state cheated Biden shouldn't be president ! ","['I', 'agree', '!', 'If', 'Biden', 'gets', 'Whitehouse', '..', 'means', ""n't"", 'honestly', 'care', 'truth', 'justice', 'country', '!', 'There', 'wo', ""n't"", 'USA', 'I', 'grew', 'loving', '!', 'It', ""'s"", 'sad', ',', 'soon', 'proof', 'state', 'cheated', 'Biden', ""n't"", 'president', '!']",36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 280, 4, 54, 2, 164, 1539, 102, 304, 9, 1963, 363, 496, 2156, 125, 4, 144, 107, 9, 398, 7, 3929, 1187, 4, 30, 5, 703, 3, 326, 619, 193, 303, 2, 9, 34, 4]",-0.6287,0.0
449,"Biden doesn't know what the hell is going on. But someone wants chaos, soon. ","['Biden', ""n't"", 'know', 'hell', 'going', '.', 'But', 'someone', 'wants', 'chaos', ',', 'soon', '.']",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 31, 618, 37, 1, 88, 268, 154, 860, 3, 326, 1]",-0.8338,0.0
450,CNN EXCLUSIVE: Biden says he will ask Americans to wear masks for the first 100 days he's in office -- through April. ,"['CNN', 'EXCLUSIVE', ':', 'Biden', 'says', 'ask', 'Americans', 'wear', 'masks', 'first', '100', 'days', ""'s"", 'office', '--', 'April', '.']",17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 3930, 13, 2, 44, 52, 32, 42, 43, 38, 23, 28, 5, 48, 210, 3931, 1]",0.3034,2.0
451,They're only going to find more votes for Biden 🤣 ,"['They', ""'re"", 'going', 'find', 'votes', 'Biden', '🤣']",7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 69, 37, 264, 29, 2, 1398]",0.0,2.0
452,"Bernie is total bullshit. Quote by Bernie ""Joe Biden is my friend."" What person on the left would ever take such a position. Only a ""liberal"" would spout such foolishness and obtuseness... ","['Bernie', 'total', 'bullshit', '.', 'Quote', 'Bernie', '``', 'Joe', 'Biden', 'friend', '.', ""''"", 'What', 'person', 'left', 'would', 'ever', 'take', 'position', '.', 'Only', '``', 'liberal', ""''"", 'would', 'spout', 'foolishness', 'obtuseness', '...']",29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 1052, 1048, 1, 3932, 222, 26, 12, 2, 1540, 1, 25, 78, 228, 258, 16, 199, 81, 563, 1, 483, 26, 1541, 25, 16, 3933, 3934, 3935, 17]",-0.765,0.0
453,Im fucking pissed you want trump but you don't think biden is good 2 words FUCK YOU ,"['Im', 'fucking', 'pissed', 'want', 'trump', ""n't"", 'think', 'biden', 'good', '2', 'words', 'FUCK', 'YOU']",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 956, 1092, 2134, 66, 101, 9, 55, 46, 98, 129, 957, 3936, 324]",-0.6667,0.0
454,Biden to call for 100 days of mask-wearing among first acts amid COVID-19 pandemic website_name ,"['Biden', 'call', '100', 'days', 'mask-wearing', 'among', 'first', 'acts', 'amid', 'COVID-19', 'pandemic', 'website_name']",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 97, 23, 28, 433, 3937, 38, 394, 834, 495, 958, 6]",0.0,2.0
455,"Biden to call for 100 days of masks after inauguration website_name #FoxNews #1 IF he is inaugurated,#2 he has been talking wearing masks for 6mnths,#3 If masks are so safe,why are there more outbreaks? ","['Biden', 'call', '100', 'days', 'masks', 'inauguration', 'website_name', '#', 'FoxNews', '#', '1', 'IF', 'inaugurated', ',', '#', '2', 'talking', 'wearing', 'masks', '6mnths', ',', '#', '3', 'If', 'masks', 'safe', ',', 'outbreaks', '?']",29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 97, 23, 28, 43, 158, 6, 11, 627, 11, 186, 578, 451, 3, 11, 129, 254, 229, 43, 3938, 3, 11, 240, 54, 43, 790, 3, 3939, 8]",0.0,2.0
456,Biden backs up Tanden as Republicans attack her tweets website_name via ,"['Biden', 'backs', 'Tanden', 'Republicans', 'attack', 'tweets', 'website_name', 'via']",8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3940, 885, 201, 1816, 570, 6, 56]",-0.5106,2.0
457,Biden says Dr. Anthony Fauci will be chief medical adviser website_name website_name ,"['Biden', 'says', 'Dr.', 'Anthony', 'Fauci', 'chief', 'medical', 'adviser', 'website_name', 'website_name']",10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44, 138, 172, 57, 168, 161, 194, 6, 6]",0.0,2.0
458,So did Joe Biden's vote counts website_name ,"['So', 'Joe', 'Biden', ""'s"", 'vote', 'counts', 'website_name']",7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 12, 2, 5, 58, 1487, 6]",0.0,2.0
459,"It's not about Biden, it's about the US. ","['It', ""'s"", 'Biden', ',', ""'s"", 'US', '.']",7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 5, 2, 3, 5, 74, 1]",0.0,2.0
460,Biden Steals Trump's 'America First' Slogan in New Interview via website_name ,"['Biden', 'Steals', 'Trump', ""'s"", ""'America"", 'First', ""'"", 'Slogan', 'New', 'Interview', 'via', 'website_name']",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2206, 10, 5, 3941, 440, 41, 2207, 429, 1110, 56, 6]",-0.5106,2.0
461,"Ladies and Gentlemen, the 46th President of the United States and First Lady of the United States Joe and Jill Biden and their dog Champ. website_name ","['Ladies', 'Gentlemen', ',', '46th', 'President', 'United', 'States', 'First', 'Lady', 'United', 'States', 'Joe', 'Jill', 'Biden', 'dog', 'Champ', '.', 'website_name']",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2208, 2209, 3, 2210, 15, 959, 685, 440, 1079, 959, 685, 12, 1188, 2, 490, 2211, 1, 6]",0.8271,2.0
462,too bad Biden won't see a day in the White House 💁🏼‍♀️ ,"['bad', 'Biden', 'wo', ""n't"", 'see', 'day', 'White', 'House', '💁🏼\u200d♀️']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 2, 107, 9, 76, 128, 320, 209, 3942]",-0.5423,0.0
