,Tweet Text,Sentiment
3850,biden is a traitor and should not have anything like that for one thing,negative
3851,"         listen again , says the postal carrier drive it from ny to penn !   i had the same question , why are ballots being transported between states ?   also how do they know they are all trump & amp ; do n’t they fear that mail in were predominately cast for biden ?",negative
3852,"and waiting - "" oh biden is saying we need another relief bill in january "" - is so stupid . push for direct checks right now , dammit . then another round of checks in january , february and march . what europe is doing with direct payments to citizens should be daily news .",negative
3853,i new they would rejac her case as she has no prove or evidence of fraud as we all know its trump trying to stop our pres - elect biden from taking office they are going to sadly fail on jan 20 biden takes office trump gone then all gop will be crying we will take 2 ga senate seats,negative
3854,pentagon blocks visits to military spy agencies by biden transition team - outrageous  ,negative
3855,   what the hell did he just say ?   idgaf how many yrs biden has paid his dues bc for the entirety of that time the southern strategy has been in play .,negative
3856,   omg you are so arrogant . what a completely ridiculous statement . you all cry for unity now that biden will be president but then you post this which just fuels the division .,negative
3857,big investors aim to double esg flows ; uk pay accuracy in focus ; biden ’s green(ish ) pick  ,negative
3858,"   lying , cheating , biden will never be my president !",negative
3859,"       no one can be as bad as trump that is how biden won , no one wants trump for 4 more secs let alone years !",negative
3860,"bamboos consulting presents biden warns the economy is stalling after ' dire ' jobs report , calls for ' urgent action ' on covid stimulus - see    for more",negative
3861,yep . biden cheated,negative
3862,"   affidavits are sworn testimony , they must be backed up by real proof / evidence . i could walk into a court with a signed affidavit that says i saw biden murder someone . without evidence i would be laughed out of court - just like his lawyers were",negative
3863,   biden ca n't make anyone wear a mask . to have a mask mandate for the first100 days of his dare to dream presidency is ludicrous,negative
3864,   thank you president elect biden .   two all time highs after he beat you in the election . the only high numbers you can say you contributed is covid deaths and illness,negative
3865,"   i 'm not sure why you are blaming the "" left wing nuts "" for what trump is responsible for . 
 biden has every intention of putting us back on the world stage to help with global health issues . he wo n't that stand . trump is the one who does n't care .",negative
3866,dr   biden will bring back class taste and diginity back to wh one the 1st hoe leaves with her orange trick daddy,negative
3867,"if we do n’t win those 2 georgia senate seats , biden ’s entire agenda will be dead on arrival the minute he takes office on january 20th . 

 nothing gets done without those 2 georgia seats ! 

 # stimuluschecksnow 
 # kidvicious",negative
3868,"tune in tonight to      to see project 21 's horace cooper give his take on joe # biden 's "" woke "" identity - based cabinet picks . 

 any predictions on whether or not he approves ? 
 ",negative
3869,"lying , cheating , biden will never be my president !",negative
3870,"    _ 122436578965      which votes are illegal . so the recounts failed to show fraud or change that biden won , so just go against the proven legal vote because your feelings are hurt .",negative
3871,pentagon blocks visits to military spy agencies by biden transition team - the washington post  ,negative
3872,   what are the odds a biden administration immediately stops or reverses such a decision ?,negative
3873,   there will be more dirt in your eye if the china bought biden becomes potus .,negative
3874,"  _    the world is watching the democrats charade , , , , although the final outcome did n’t decided , yet you call biden president elect , , , which is ridicules",negative
3875,"  _ m323      nothing , it wo n’t happen . biden is n’t going to be in charge of anything . 25th amendment by his own party so the socialists can trash our country . democrats are fools .",negative
3876,"   stop right there . i agree rewarding back - stabbing rinos is a crappy choice . but the alternative is the senate under dem control , which would be a disaster , especially if god - forbid biden is sworn in . 

 trash them in 6 years . now , we do n't need "" them , "" but we do need their votes .",negative
3877,do you think the democrats just cheated for biden ? maybe they cheated for hillary in 2016 too but did n’t pump up the ballots enough ... so did they overdo it for biden ? ? 80 million votes ... does anyone want to buy a bridge in brooklyn ? 🤣,negative
3878,"     lying , cheating , biden will never be my president !",negative
3879,"   yes , despicable moscow mitch has been executing this ' moral bankrupt ' behavior during all 8 years of president obama 's 2 terms . we can expect the same behavior if he remains senate majority leader during biden / harris term .",negative
3880,"       you ’re right to smell fraud , you just have it completely turned around . you know that , i can tell . trump is hardly a republican , come on . actual republicans know and are fighting for our democracy and law and order with biden . 
 keep lying to act cute , you have a couple of weeks .",negative
3881,"     again , ur putting words in my mouth . i never once said they r equal to the gop . i gladly and enthusiastically voted for biden.the gop is on another world but that does n’t mean small / medium levels of corruption should be allowed on our side . it ’s very naive to think there is n’t any",negative
3882,"the election was not about joe biden , it was a referendum on trump and he lost .",negative
3883,"media on biden 's sore foot : 
 "" how are u feeling today , sir ? "" 
 "" how 's ur foot today , sir ? "" 
 "" was it trump who tripped you ? "" 
 media on trumps ' recovery from 
 near death covid experience 
 "" how could you be so stupid ? "" 
 "" was it the bleach you injected ? "" 
 "" did u catch it from stormy daniels ? """,negative
3884,   when biden enter as president in january 20 he needs fire all the people block his transition team in all government,negative
3885,"     and show me proof of one false claim .   i 'm betting you have n't watched am hour of all the hearings , seen testimony from witnesses who signed affidavits under the threat of perjury and jail time if they lied .   if this had happened to biden you 'd be singing a different tune .",negative
3886,cnn exposed again - video proves they ’ve been protecting biden through e ...    via  ,negative
3887,   nothing to be happy about .   kamala harris is a fraud and racist .   biden is an old bigot .   its shocking this is who the dems put up and even more shocking that he won ... if he actually did win ? ? ?,negative
3888,"   i suspect that decision ( to rob bernie again ) was more the dnc ( private corporation ) and dem top leadership not wanting to lose their cash flow from goldman sachs , et al .   i doubt biden had anything at all to do with it .   they know he 's a piker but one with name / face recognition .",negative
3889,biden said mail out vaccinations for covid ! ! ! woohoo 🤣 🤣 🤣 🤣 🤣 fuking bozo,negative
3890,"   # diaperdonald 3,000 americans are dying every day because of your negligence , but all you talk about is how biden whipped your pock - marked ass . you are the fucking fraud . you are the fucking fake news . get the fuck out of our house ! ! !",negative
3891,"representative bill pascrell , a democrat , on friday called for giuliani and other members of the legal team to be stripped of their law licenses for bringing “ frivolous ” lawsuits and allegedly attempting to help republican trump steal the nov . 3 vote from president - elect biden .",negative
3892,"   lying , cheating , biden will never be my president !",negative
3893,"   back when kamala harris was the da in california , she received the full manifesto of child rape cases known to the catholic church , and what did she do with it ? she hid it , to protect the rapists ! she is corrupt to the core just like joe biden , chosen by globalist",negative
3894,"     you are a sheep though , and you ’re clearly still crying over the election that trump lost . you ’ll still be crying on the 20th of january when biden is sworn in .",negative
3895,     no biden / harris will ruin our great country ! ! !,negative
3896,"   we know she think she can release it under biden ... we figure ... 
 she is a piece of work a real live witch ....",negative
3897,"is biden ready to fight dirty if necessary ? 

 i need to know he 's ready to get down in the gutter if we do n't win georgia . 

 # gopcomplicittraitors # gopbetrayedamerica # senategop # mitchisevil",negative
3898,mitch is fine with people suffering and dying if it means making biden ’s economy failing .,negative
3899,"biden will have that honor , oh wait trump got a vaccine in nine months .... dick",negative
3900,       people get arrested every election for fraud .... but since joe biden was the “ winner ” on election “ night ” the dems are now taking the stance that all forms of election fraud that had been common knowledge are now non existent & amp ; anyone posting evidence gets canceled not corrected .,negative
3901,     joe biden name searching to find out who his real friends are but accidentally getting pushed left in the process,negative
3902,     insulting democrats . are they capable of being insulted ? i do n’t ever see a democrat taking ownership of any catastrophe that they ’ve ever created . to include what ’s been done to the black community in this country for generations . by the way his name is joe biden 1994 crime bill,negative
3903,  _ pence you need to stop the crazy . every legal vote has been counted . biden won . be a man and stand up for what ’s right . stop destroying our beautiful country .,negative
3904,"     yeah , that s why over 40 cases have been laughed out of court , right ? because of all the so called "" evidence "" ? and that 's why he lost all the recounts that have been conducted . 

 like it or not , biden will be inaugurated in 47 days . there is no fraud . give up .",negative
3905,"huge : one batch of 23,000 ballots all for biden identified in georgia that were fraudulent - more than enough for trump win .. biden just lost ga in 1 fraud batch   ",negative
3906,joe biden : covid vaccination in us will not be mandatory  ,negative
3907,"   i mean shit , what if biden turns out to be a disaster and people flock back to trump in 2024 ? i do n't personally see that ( ever ) happening but shit , if you lose that just means there 's more work you can be doing",negative
3908,   1 ) god is n't interested in politics ; 2 ) he does n't bless countries ; 3 ) imposing religious law on civil society is why we are still fighting radical islam ; 4 ) what if ... just consider for a moment ... that a lot of the 80 m votes for biden came from christians like me .,negative
3909,"   i think he will look at the options and see what action would get him most publicity and money , would nt put it past him to set fire to himself on the white house lawn as biden is sworn in ..",negative
3910,"     back when kamala harris was the da in california , she received the full manifesto of child rape cases known to the catholic church , and what did she do with it ? she hid it , to protect the rapists ! she is corrupt to the core just like joe biden , chosen by globalist",negative
3911,"read your constitution , folks . 
 all it takes is one proven case of conspiracy to commit election fraud yin one place and the candidate who was to benefit is “ disqualified . ” 
 he ’s out . 
 he can not be president . 

 joe biden will never again step foot in the white house .",negative
3912,  _ crystal    kow towing . high fiving terrible cabinet picks . talking about how progressive the biden administration is going to be .,negative
3913,"# trump is trying to fuck things up for president biden . he 's never been about "" americafirst "" as he claims , it 's # trumpfirst ~ always . there 's speculation he 's setting up a shadow gov't . but he lacks the knowledge to do so and would be clueless as to what to do with it ! 🤦 ‍ ♀ ️ 🙄",negative
3914,"       but if trump stays , although biden will near at respectful retreat . trump wo n’t be in power quietly he will destroy democracy . he will i cute hatred . poverty will be the norm . rich will do what they want !",negative
3915,"facebook hs this blocked . 
 watch : biden says he will develop a disease and resign if he ca n’t resolve differences with kamala  ",negative
3916,the joe biden rally has begun . started right after the election you fucking moron !,negative
3917,     you must be confused . that ’s biden,negative
3918,"cuz .   said .... cuz 
 .   said ... 

 well i say ... 

 both of you need to do more than criticize biden and obama , cuz last i checked , y’ all ai n’t done chit but complain in a never ending loop .",negative
3919,"biden urges taking coronavirus vaccine , wearing masks but says they should n’t be mandatory 

   that be the day that moron made me mandatory wear a mask",negative
3920,"       your comparison is awful and shows how disingenuous you are coming into this conversation . you can say that biden 's platform does n't support any of these things , but if he 's saying that she reflects his values , awful things she has suggested in the past are important .",negative
3921,   as soon as biden got elected the stock market shut up no when you ’re out the door mf !,negative
3922,"biden : what big eyes you have , grandma mitch ! 

 mitch : the better to see you with , my dear . come closer so i can see you better . 

 biden : everyone said you were a mean treacherous wolf but they were wrong ! 

 mitch : * bares teeth and drools * 
 ",negative
3923,"   yeah , he was talking about when he was vp and he told obama if he disagreed with him , then he , biden , would invent a mysterious ailment and retire . he was n't talking about his relationship with kamala .",negative
3924,biden is so full of s—-how are we ever going to survive the next four years if he actually is elected to president ? i ’m worried !       ,negative
3925,"pelosi : i support   biden plan to give trans students access to sports , bathrooms , locker rooms based on gender identity / of course you do ⁦ ⁩   - you do n’t give a shit about average citizens ’ right to privacy .  ",negative
3926,"    _ jordan cynthia , no we came to that conclusion when one non - working toilet shut down an election , swing states stopped counting , then boom biden leads and "" wins "" ?   no way in hell biden got the most ever votes of any president ever ... he 's a walking corpse , dude !",negative
3927,"biden you are so full of shit plus a lying crooked politician , where ’s hunter and is laptop that will prove you are as crooked as politician comes",negative
3928,   i thought you said that it will crash after biden beating you ...,negative
3929,   who cares they ’re frustrated ? remember this : “ trump has a right to chose whoever he wants ” . so does biden .,negative
3930,"   back when kamala harris was the da in california , she received the full manifesto of child rape cases known to the catholic church , and what did she do with it ? she hid it , to protect the rapists ! she is corrupt to the core just like joe biden , chosen by globalist",negative
3931,     who in the hell cares ?   why do n't you ask mcconnell if he 's talked to biden ? how about mcconnell stating that biden is in fact the president - elect ?,negative
3932,"joe biden will not be responsible for getting a handle on covid ... trump got the companies to produce the vaccines , do n’t forget that !",negative
3933,"       so again , do a full audit . prove him wrong . then biden can get on with it and not have people claiming he ' stole ' it for the next 4 years .",negative
3934,"a trump immigration policy is leaving families hungry : the “ public charge ” rule was supposed to ensure that green cards go only to self - sufficient immigrants , but in the pandemic , it is driving up hunger and leaving joe biden with a quandary 
 biden will fix  ",negative
3935,   putin failed to help you & amp ; you lost ! you abandon all republicans who support the constitution over you ! biden is supporting coronavirus stimulus & amp ; you claim 1600 dead voted 🇺 🇸 resign,negative
3936,"           bill barr already said the investigation found no fraud significant enough to overturn biden 's election win . trump will leave the white house on january 20th , 2021 .",negative
3937,"   let 's not forget , the dominion system was specifically designed as a scam voting system .   for example ' weighted voting ' .   e.g. biden vote = x 1.3   trump vote = 0.6666    that 's why the database fields have decimal places rather than integer values .",negative
3938,biden raises eyebrows with odd quip about resigning after developing ‘ some disease ’    via  ,negative
3939,notice that biden suddenly is n't wearing his mask now that the election is over ? crooked piece of shit .,negative
3940,   they will soon regret their vote . biden is bumbling fool .,negative
3941,the msm is horrible and there ’s absolutely no way that biden won this election . he ca n’t even speak coherently . # stopthesteai,negative
3942,today i brought out my christmas tree from the garage to put up but have shockingly discovered that one of my cats took a massive sneaky old dump on it . throwing it out because it ’s stinks like no hope like biden .  ,negative
3943,    _ hoosier        ..... thought you had all the answers ?   biden ’s low turnout was more lack of interest than covid and there is no chance he received 81 million votes .   6 counties in michigan had more 120 % more votes than registered voters .   watch the video in georgia ! ! ! !,negative
3944,   i wonder if the “ progressives ” are the ones that floated the idea because now they can say they stopped biden from picking him .,negative
3945,  _ pence biden and company busted ! ! a bunch of lying cheaters sucking the blood of this nation for decades will get exposed once and for all !,negative
3946,"    _ gallows    biden : 1968 - graduate law school , 1970 - elected to city council , 1971 - started own law firm , 1972 - elected as us senator .   yep . one hell of a work background .",negative
3947,"   if we had a statesman in the white house at present , he would join biden in the mask challenge and make it a much more consequential 150 effort .   but alas ......",negative
3948,"   i ’m not trying to get into a bunch of pelosi defense .   i think she was really effective , but it ’s time for someone else and biden should just make her vatican ambassador so we can get someone new ( no idea who though ) .   just think people are too reflexively angry about her",negative
3949,   no way . there will be no biden - harris administration .,negative
3950,"we know , but half of america does n’t want to believe biden lost .",negative
3951,         you are in the minority .. what are you going to do when biden & amp ; kamala come to take your weapons,negative
3952,     i did n't see anything wrong going on there with two grown adults however hunter biden screwing is 14 year old niece now that was some shit did you see it ? i did and it ai n't pretty,negative
3953,"biden 's economic ignorance is captured succinctly in a single tweet . 

 ",negative
3954,"   yeah , it ’s a vast conspiracy . from postal workers , to election workers , to joe biden , to secretaries of state ( including republicans ) , to governors ( including trump supporting one , to judges , and democrats .... everyone conspired to make you lose . you ’re ridiculous",negative
3955,"erin brockovich on u.s . water crisis , biden 's epa transition board pick , ...    via  ",negative
3956,   you realize of course you idiot that it favors biden ( sleepy joe that beat you ) .,negative
3957,  _ terrence i 'm also baffled at why trump haters are now begging for stimulus money instead of waiting for january when they hope their self - proclaimed president - elect biden takes office . trump is in the fight of his and our lives but they want to ask him for something after their nastiness .,negative
3958,"mr . biden ,    , why do n’t you stop criticizing & amp ; politicizing    ‘s administration ! if you truly want to unite our country , you need to stop being negative .",negative
3959,"despite positive vaccine news , the coronavirus continues its relentless push across the us , forcing more states into shutdown mode . in their first joint interview since the election , joe biden and kamala harris kept ...  ",negative
3960,"   of course she is . trump obstructed the whole time . you know he 's refused to speak with her . biden changes everything . stops fascism , beats covid . trump was a bad president , and trumpism is a death cult . trumpers are on the side of covid .",negative
3961,"     if biden packs the court with a dem majority senate , there ’s no way to contest fraud in the future , and no way to reverse the damage . they ’ll also add dc and puerto rico as states , giving the dems a permanent majority in the senate . those r the consequences",negative
3962,       are you ignoring the fact that biden is a paedophile .,negative
3963,   complete gd fool . biden is the most dangerous idiot to ever think of leading a world power .,negative
3964,     no . because biden wo n't ever become our president ! because president donald j trump is going to be reelected ! ! ! this ! this is the mentality that is turning viewers off of foxnews ! and you were one of the few remaining shows on fox that i still watched ! 🤦 🏽‍ ♀ ️,negative
3965,   why concede with the monumental amount of evidence of fraud ? when will biden concede ? # democratscheated # bidenwasnotelected # jailruby # stopthesteal,negative
3966,wonder how many “ i ’ll ’s ” the biden team had to hear before they knew he was bout to say something crazy,negative
3967,       listen you ’re not watching what ’s happening in pennsylvania then joe biden stole the election . there is no way he got more votes from the blacks than obama here let me give you a spoonful of medicine because you ’ll take anything,negative
3968,"   thought you said if biden gets elected the markets would crash , oops , another bad call !",negative
3969,"we ’re thinking about unemployment all wrong . biden ’s team could change that . 
 ",negative
3970,"you mean cheating ? 
 how pro - beijing communists almost stole the election for joe biden — the old - fashioned way    via  ",negative
3971,"i would ’ve tagged peta about biden biting his dogs tail , but they blocked me 🥴  ",negative
3972,"    _    it is extremely important what the leaders do . if the base tends to do violence but the leaders discourage it , it is much better than that the leader incites his followers to do violence . biden is like a grandpa , he never calls for violence and he never calls trumpists enemies .",negative
3973,no resigning for biden ! ! he earned the 2020 zero curse by hook n crook- let him keep it ! !  ,negative
3974,"more than 70 republican lawmakers are asking pennsylvania ’s congressional delegation to reject electors for joe biden . though doomed , the effort comes as gop leaders continue to cast doubt on the integrity of the november election .      ",negative
3975,"biden : i was buck naked , trying to pull my dog 's tail when i broke my foot 
  ",negative
3976,"     
 lying trump has not done anything except bitch and cry about losing the elections to president biden . lying trump is scared to leave the white house he ca n't pardon himself .",negative
3977,"in bizarre interview , # biden jokes he would ' fake illness and resign ' over disagreement / good news he does nt need to fake it , bad news he is alrdy dementing  ",negative
3978,"     trump wants to bring troops home , biden wants to start wars .. america is a very corrupt country .. george bush refused to vote for trump , that never happened before , the war business supported hilary . democrats voted against leaving afghanistan ..",negative
3979,"look at this old feeble , weak biden !   who gives a fuck about him and his team thinks about the vaccine ! ! ! ! ! ! ! !",negative
3980,joe biden : covid vaccination in us will not be mandatory  ,negative
3981,uighur leader : ' we 're actually quite worried ' about what biden might let china get away with  ,negative
3982,"   i appreciate what biden is doing here if i read his game right , but yes we need ga because we can not get anything done as long as the killer of democracy is still controlling the senate .",negative
3983,"   election stolen in 2020 
 yes i support trump 
 no biden is not my president !",negative
3984,  _ brown24          this is n't just loyalty it 's deliberately destroying the fort when you leave . he wants the burden on biden to clean up . biden should appoint a special team to research and repair trump 's deliberate destruction to the cabinets etc .,negative
3985,"thanks to the media we know what biden policies will be . 

 foreign policy - china good 
 immigration - 1.2 million new voters 
 economic - come on man 
 judicial - you ai n't black 
 healthcare - free , free , free .",negative
3986,"   because you lost the election , ever since biden beat you , the stock has going up non stop",negative
3987,"         and i ’ll add that trump and the gop were n’t the only people to sit on early pandemic risk knowledge . the biden campaign was telling people to vote in person during the primaries , and they accused bernie of “ election interference ” for urging states to extend mail in voting dates .",negative
3988,"   this is a take that ’s totally indifferent to the election results . biden runs ahead of most democrats and you say it ’s because he was too moderate . but if he ’d run behind most democrats , you would have also said that was proof he was too moderate .",negative
3989,    and this is what will continue under biden ad become worse .,negative
3990,"   they never were considering rahm , but aoc wanted to hurt biden helping to spread this rumor . she and her fauxgressive squad looking mighty stupid still thinking we 're the stupid ones . they gon na want to turn around and take credit for swiftboating him though .",negative
3991,"voting machine usb drives had totals altered overnight , witness in nevada election contest alleges    via  

 📝 biden / ds / ccp coup 
 📝 ccp 🤝 deep state 🤝 media 
 📝 crime by media 
 📝 power&amp;money & gt ; law 
 📝 ccp attack 
 📝 unrestricted warfare 
 📝 chinese hegemony  ",negative
3992,   joe biden accused of being sane at a televised news conference,negative
3993,"  _ jordan so ~25 million trump voters do n’t believe it was stolen , together with the 80 million who voted for biden , makes 105 million who believe this election was fair and free . that make trump an even bigger loser .",negative
3994,"         the desperation of team trump to try and steal the election is really something else . in pa they sought an emergency appeal to the state supreme court to overturn 69 votes ! 

 sixty nine votes . 

 think about that . biden won the state with over 80,000 votes . they 're beyond pathetic .  ",negative
3995,  ( place the dot here)news/2020/12/04 / biden - on - if - he - disagrees - with - kamala - ill - develop - some - disease - and - say - i - have - to - resign/,negative
3996,"   richard , have you heard there could be several republicans in pa urging their legislator to discard biden electors ?",negative
3997,       a socialist remake of our healthcare industry would go a lot farther then m4a — it would nationalize the entire system . a eco - socialists view of how to move forward on climate is a million miles left of joe biden . let ’s at least be honest with one another and stop fear mongering .,negative
3998,"lying , cheating , biden will never be my president !",negative
3999,  _ kelly2 they said that biden would be deal maker with china . bc he is already under . investigation for wrong dealings with china . but u have to keep in mind what that means for this country . if ur elected officials refuse to put america first and is more concerned about their pockets .,negative
4000,   gurl the gop are loyal to no one ... this liar ca n’t help biden / harris do a thing ...,negative
4001,   no not a jurisdiction issue ... weird you would say that . do you know something i do not ?   china not happy with trump pressure on tariffs . we just signed one with china and they unleash the human virus on us . biden family gas been getting ka - millions from china for 30 years ...,negative
4002,  _ hogan6     _ corelli it voted for trump and biden . it is moving in the wrong direction and with boebert already having some unfavorable territory in her district i think the last thing she needs is more competitive ground .,negative
4003,               omg .. how much have you donated to sorry trump ? biden is going to be president .. get over it !,negative
4004,"       pinocchio donald trump aka sataaan must be dumb , in his own control he sleep till biden come inside to steal the votes , how could that happen he can not protect that , hahaha",negative
4005,"honestly , if i was trump i would propose a ridiculously expensive deal , offer everyone in the country like $ 10k or something 

 1 . you get loads of goodwill 
 2 . you saddle biden with more debt 
 3 . you get to push the idea that the dems are the ones who delayed everything so long",negative
4006,   the video tells all the truth . cnn ca n’t cover the vote steal for biden any more .,negative
4007,what ever biden 's idea 's are there a lot better then what ever trump had . trump is doing to this country is the same thing he did to trump casino in atlantic city bankrupting and destroying it .,negative
4008,biden has promised on multiple occasions to veto a m4a bill and you expect me to welcome this bullshit with open arms ? 🗣 no,negative
4009,     what ’s lost in reporting on doj is barr ’s elevation of durham to special counsel . democrats & amp ; the media said trump could n’t fire mueller because of voter outrage .. now the proverbial shoe is in the other foot . biden ca n’t fire durham either .,negative
4010,  _    minnesota is dirty ! no way biden won .,negative
4011,"   nothing was rigged . you lost , simply put , more people want joe biden to be our president ! you failed to protect the american people , your # 1 job . sad . # byebyetrump # presidentelectbiden",negative
4012,"biden dhs pick has history of providing political favors , received no republican votes when nominated by obama  ",negative
4013,         switched off after the bad & amp ; tasteless attempt ’ at a joke re joe biden . very disappointed .,negative
4014,"         they just found 23,000 ballots they were fraudulent given to biden",negative
4015,"  _ montoya biden admin should make it clear they will review all ppp loans .   anyone who abused the system will be required to return the money .   if they did it illegally , they should be prosecuted . get tough !",negative
4016,"basement biden to cnn : if kamala and i disagree on principle - "" i 'll develop some disease and say i have to step down "" ( video ) via    ",negative
4017,"   she is always panhandling for a job and that is commendable but , in this case biden just say no we do n't need her in any capacity speaking on behalf of the government .",negative
4018,"   and , on tom ’s show earlier , biden said covid is largest death cause this week . 
 really ? cancer , auto accidents , subside , natural death ?",negative
4019,   the media gave the hunter biden so much undeserved air time . i have yet to hear anyone in the media seriously push the gop’ers who promoted that garbage for an explatatiin or retraction . maybe i missed it .,negative
4020,"       lying , cheating , biden will never be my president !",negative
4021,"you do n't have to be perry mason , columbo , or sherlock holmes to figure out the election was stolen from president trump by the corrupt democrat party and biden . you just need common sense .",negative
4022,"new from me : david cohen , ping pong whiz and terrorist money hunter , fmr deputy cia director who helped steer modernization efforts at agency ( including a review of cover in the digital age ) a top pick for biden cia chief : 

 ",negative
4023,"i did nt appreciate jason johnson saying joe biden has nt learned anything about how treacherous&amp;untrustworthy republicans are after past 12 yrs . sure he has . but biden has to at least try2work w / them . he ca nt be saying they ’re a bunch of ignorant , evil shitheads — even tho it ’s true .",negative
4024,"  _ pence        lying , cheating , biden will never be my president !",negative
4025,timing of large georgia ballot dump for biden appears to coincide with timing of mother - daughter duo 's election fraud scam via    ,negative
4026,america 's hidden depression : k - shaped recovery threatens biden administration  ,negative
4027,"biden : if kamala and i disagree , * someone * will claim a disease and resign -    by    on  ",negative
4028,       you spoken the truth but of course it does n't fit the narrative . same people hate president biden . laws are not passed on twitter . have all the facts or shut the hell up . nancy held out because mitch mcconnell wants to protect the rich . please for once tell the damn truth .  ,negative
4029,"     biden straight up saying that he thinks he 's progressive bc he put a latino in charge of ice . 🤢 🤢 and here i was , a fking idiot , thinking he 'd stop trumps horrors .",negative
4030,"     ca n't pardon for future federal crimes . 

 ca n't pardon for federal crimes that have n't been charged yet . 

 that 's the genius in biden 's tactics . 

 😉 😉 😉",negative
4031,"majority of muslims voted for biden , but trump got more , not less support - this is unbelievable  ",negative
4032,some shit is going down ! ! biden transition needs approval from head of dod to talk to anyone at the pentagon 🔥 💥    if this is strategic # maga will back you 100 % sir ! !  ,negative
4033,   ex - vp joe biden . but it wo n't matter as he is heading down that dementia road that no one comes back from .,negative
4034,"biden changes the story of his broken foot , now says he fell after the shower , pulling his dog 's tail  ",negative
4035,   is full on bias this morning . julie dreyfus tells ppl to go support democrats and help us manipulate ppl in georgia .    hates middle class americans and pushes beijing biden while covering up his corruption . back stabbed us,negative
4036,   but you said the stock markets would crash if biden win ! what a sore loser !  ,negative
4037,"         lying , cheating , biden will never be my president !",negative
4038,   well i guess he knows how trump ’s attorneys feel getting threatened by the democrats ! saying they ’re going to kill their dog! 😢 both sides need to stop ! but we ca n’t let this election be stole from the american people ! biden knew about the voter fraud and he should be arrested 😤,negative
4039,   she held it up to try to hurt americans so they 'd blame trump . she just admitted that was her decision . and she admitted it 's because she thinks biden will be president now .,negative
4040,"   dems needed extra time to fill out more ballots , no enthusiasm for biden at all , dems making a mockery of our election , obama gang used every government agency , it ’s up to the people to stop this corruption",negative
4041,"  _ 27    i agree with you , it ’s pelosi that ’s the fly in the ointment . also fuck biden",negative
4042,  _ pence once you guys are out and biden takes over america may get back to being a b+ after the damage you 've done,negative
4043,     biden is a lying cheater,negative
4044,the only problem with this order is that # biden will never be inaugurated .,negative
4045,"unless this bill makes its way through the senate & amp ; onto the desk of president biden , it 's symbolic - we do n't need symbolism - we need to lift the stigma ! 

 people are in jail for cutting loose , we 're ruining lives . 

 # moreact 

 ",negative
4046,"this lines up with biden being a total phony ... he 's trying to be "" woke "" but he exposes his sociopathic power lusting core by grabbing her and threatening her with "" do n't mess with me man ! """,negative
4047,"if you are going to let them do stupid crap , they will . hello ? ! how about posting this list of sore losers ? anyways , take the electoral votes out in stupidity . biden still wins . 

 the    members are really making stupid asses out of themselves . it 's sad . no dignity , truth , sad !",negative
4048,     why are you concerned about him ending the disastrous foreign wars started by corrupt warmongers like biden ? do you love war that much that bringing the troops home is a problem for you ? would you rather they continue to fight and die in these pointless never - ending conflicts ?,negative
4049,unlike trump and his supporters we would not have to be paid to vote for president biden . we know who the better man is and he does n't need to give us gift cards and jewelry to vote for him . by the way that is one hell of a racist statement you made there we savages like u  ,negative
4050,         how about we do n’t sabotage biden and harris before they even take office ? and maybe trust that joe knows a little about how the senate operates ?,negative
4051,"the unspeakable corruption of joe biden 

 previously i ’ve written about joe biden , a villain straight out of an ayn rand novel : a scheming mediocrity with no talent other than for gaming a crooked system . 

 ",negative
4052,   you are nuts ! had you been running it may have worked . joe biden no !,negative
4053,         what is suspicious ? completely unsurprising that fulton county absentee ballots would heavily favor joe biden . i understand they could n’t start counting those until close of polls .,negative
4054,joe biden masks : fury over joe biden ’s plan to “ ask ” ( it wo n’t be voluntary ! ) americans to wear masks for first 100 days he ’s in office . 🤬 😷 # lockdownskill   ,negative
4055,"     even if there was a snowball ’s chance in hell that they found over 30,000 fraudulent votes , ga only has 16 electoral college votes - not enough to overcome biden ’s lead . give it up . move on . nothing to see here .",negative
4056,"       voted biden in and he will take office in january . these ppl are just keeping u scared . btw , it would ve nice if u did nt think all white ppl that served are white nationalists . we do nt think other races that serve are anything bad",negative
4057,"   so "" normal processing "" includes sending others , who are supposed to be there by law , home claiming the count was stopping , using a lie about a flood , then pulling out ballots from under a skirted table , counting them and machine shows a 98 % biden vote at that time stamp ? yup .",negative
4058,"       wood has n’t done anything and his erratic behavior is n’t new .  

 trump jr had to smack him down but .... his old firm is suing him and he ’s sending threatening emails at 3:00 am . 

 keep powell ~ give him biden ’s boot .",negative
4059,# kellyloeffler purdue saying mcconnell can work better with biden than trump with pelosi ... this is sick !,negative
4060,"biden will puzxle the world ... no one knows , even himself , what he is going to think and specially to say ...",negative
4061,   biden is a lying cheater,negative
4062,"     yeah and when the moron biden destroys this country or steals your social security , yes he will do it too because he ’s a thief ! ! ! so karma will hit your ass and then us deplorables veil have the last laugh",negative
4063,timing of large georgia ballot dump for biden appears to coincide with timing of mother - daughter duo 's election fraud scam via    ,negative
4064,transition live updates : biden addresses ' stalling ' economy calls for congress to act  ,negative
4065,coronavirus : biden plans scaled - back inauguration to avoid   spread  ,negative
4066,   i thought it would crash if biden got elected ? ? ? ? ? ? ?,negative
